period_begin,asset_value_momentum,occupancy,rank_desirability,remote_work_share
2019-01-31,0.04853434,0.87409592,11.0,2.24
2019-02-28,0.04853434,0.87602244,11.0,1.66
2019-03-31,0.04853434,0.87602244,11.0,2.85
2019-04-30,0.04776323,0.87602244,11.0,1.9
2019-05-31,0.04776323,0.87602244,11.0,2.28
2019-06-30,0.04537434,0.87602244,11.0,1.65
2019-07-31,0.04537434,0.87602244,11.0,2.05
2019-08-31,0.04258046,0.89808138,9.0,2.11
2019-09-30,0.04258046,0.89808138,9.0,2.02
2019-10-31,0.05225292,0.897835,9.0,2.32
2019-11-30,0.05225292,0.897835,9.0,1.65
2019-12-31,0.05225292,0.897835,9.0,2.05
2020-01-31,0.04279757,0.897835,9.0,1.8
2020-02-29,0.04288637,0.8959632,9.0,1.67
2020-03-31,0.04288637,0.8959632,9.0,2.83
2020-04-30,0.02997661,0.88381409,9.0,7.35
2020-05-31,-0.07639438,0.88381409,9.0,6.69
2020-06-30,-0.07639438,0.88381409,9.0,5.73
2020-07-31,-0.04851105,0.88376119,9.0,5.33
2020-08-31,-0.04973018,0.88376313,28.0,5.69
2020-09-30,-0.05260455,0.88376313,28.0,5.32
2020-10-31,-0.05260455,0.88376313,28.0,4.98
2020-11-30,-0.05260455,0.88376313,28.0,5.05
2020-12-31,-0.05260455,0.88376313,28.0,5.31
2021-01-31,-0.05937982,0.884,28.0,5.17
2021-02-28,-0.01724209,0.86033152,5.0,6.53
2021-03-31,-0.01724209,0.86033152,5.0,5.84
2021-04-30,-0.00854343,0.86,5.0,5.15
2021-05-31,-0.00854343,0.86,5.0,5.34
2021-06-30,-0.00854343,0.86,5.0,4.42
2021-07-31,0.07842142,0.86,5.0,4.33
2021-08-31,0.07517096,0.86,5.0,4.65
2021-09-30,0.07517096,0.86,5.0,4.6
2021-10-31,0.1253398,0.86,5.0,5.94
2021-11-30,0.1253398,0.86,5.0,5.0
2021-12-31,0.1253398,0.86,5.0,4.81
2022-01-31,0.11924801,0.86,5.0,4.79
2022-02-28,0.12716846,0.88184013,5.0,5.6
2022-03-31,0.12716846,0.88184013,5.0,4.8
2022-04-30,0.13792818,0.886,5.0,4.77
2022-05-31,0.13792818,0.886,5.0,5.45
2022-06-30,0.13792818,0.886,5.0,6.85
2022-07-31,0.12070388,0.886,5.0,6.33
2022-08-31,0.07458417,0.886,2.0,5.0
2022-09-30,0.03266678,0.886,2.0,6.24
2022-10-31,0.03266678,0.886,2.0,6.38
2022-11-30,-0.10178638,0.886,2.0,6.02
2022-12-31,-0.10178638,0.886,2.0,5.39
2023-01-31,-0.08992378,0.886,2.0,6.4
2023-02-28,-0.17071325,0.8891778,5.0,6.35
2023-03-31,-0.17071325,0.8891778,5.0,5.75
2023-04-30,-0.28641902,0.89865,5.0,6.44
2023-05-31,-0.28641902,0.89865,5.0,5.61
2023-06-30,-0.31073912,0.89865,5.0,5.86
2023-07-31,-0.31073912,0.89865,5.0,5.97
2023-08-31,-0.3673294,0.89865,9.0,5.46
2023-09-30,,,,
2023-10-31,,,,
2023-11-30,,,,
2023-12-31,,,,
2024-01-31,,,,
2024-02-29,,,,
2024-03-31,,,,
2024-04-30,,,,
2024-05-31,,,,
2024-06-30,,,,
2024-07-31,,,,
2024-08-31,,,,
2024-09-30,,,,
2024-10-31,,,,
2024-11-30,,,,
2024-12-31,,,,
2025-01-31,,,,
2025-02-28,,,,
2025-03-31,,,,
2025-04-30,,,,
2025-05-31,,,,
2025-06-30,,,,
2025-07-31,,,,
2025-08-31,,,,
2025-09-30,,,,
2025-10-31,,,,
2025-11-30,,,,
2025-12-31,,,,
