period_begin,asset_value_momentum,occupancy,rank_desirability,remote_work_share
2019-01-31,0.06737184,0.91070924,3.0,4.07
2019-02-28,0.06737184,0.91402244,3.0,3.64
2019-03-31,0.06737184,0.91402244,3.0,4.96
2019-04-30,0.06221239,0.91402244,3.0,4.28
2019-05-31,0.06221239,0.91402244,3.0,3.91
2019-06-30,0.05939257,0.91402244,3.0,3.32
2019-07-31,0.05939257,0.91402244,3.0,3.93
2019-08-31,0.05556643,0.89307928,2.0,3.9
2019-09-30,0.05556643,0.89307928,2.0,5.1
2019-10-31,0.07204826,0.89283402,2.0,4.95
2019-11-30,0.07204826,0.89283402,2.0,4.24
2019-12-31,0.07204826,0.89283402,2.0,4.85
2020-01-31,0.06602719,0.89283402,2.0,4.28
2020-02-29,0.0579608,0.8946426,2.0,5.42
2020-03-31,0.0579608,0.8946426,2.0,5.48
2020-04-30,0.0450541,0.88081318,2.0,8.32
2020-05-31,-0.07375734,0.88081318,2.0,9.0
2020-06-30,-0.07375734,0.88081318,2.0,8.97
2020-07-31,-0.04599873,0.88076133,2.0,9.79
2020-08-31,-0.04507112,0.88076323,14.0,10.67
2020-09-30,-0.0533614,0.88076323,14.0,13.39
2020-10-31,-0.0533614,0.88076323,14.0,12.34
2020-11-30,-0.0533614,0.88076323,14.0,11.26
2020-12-31,-0.0533614,0.88076323,14.0,11.76
2021-01-31,-0.06401165,0.881,14.0,13.07
2021-02-28,-0.0512398,0.85012938,25.0,14.36
2021-03-31,-0.0512398,0.85012938,25.0,15.09
2021-04-30,-0.05989657,0.84597427,25.0,13.71
2021-05-31,-0.05989657,0.84597427,25.0,12.44
2021-06-30,-0.05989657,0.84597427,25.0,13.17
2021-07-31,0.02554201,0.844,25.0,12.47
2021-08-31,0.02411437,0.844,25.0,13.19
2021-09-30,0.02411437,0.844,25.0,13.23
2021-10-31,0.05761266,0.844,25.0,13.79
2021-11-30,0.05761266,0.844,25.0,14.52
2021-12-31,0.05761266,0.844,25.0,12.84
2022-01-31,0.04131803,0.845,26.0,13.81
2022-02-28,0.04114711,0.83351887,27.0,14.73
2022-03-31,0.04114711,0.83351887,27.0,14.49
2022-04-30,0.05453427,0.831,27.0,12.39
2022-05-31,0.05453427,0.831,27.0,13.25
2022-06-30,0.05453427,0.831,27.0,13.56
2022-07-31,0.04515501,0.831,27.0,13.17
2022-08-31,-0.00128809,0.831,23.0,11.95
2022-09-30,-0.03127332,0.831,23.0,14.11
2022-10-31,-0.03127332,0.831,23.0,16.84
2022-11-30,-0.19003169,0.831,23.0,14.46
2022-12-31,-0.19003169,0.831,23.0,13.3
2023-01-31,-0.19219339,0.827,23.0,15.34
2023-02-28,-0.24271282,0.83305224,37.0,17.34
2023-03-31,-0.24271282,0.83305224,37.0,15.94
2023-04-30,-0.36586337,0.834,37.0,15.41
2023-05-31,-0.36586337,0.834,37.0,15.52
2023-06-30,-0.38183891,0.834,37.0,13.51
2023-07-31,-0.38183891,0.834,37.0,15.45
2023-08-31,-0.43129929,0.834,40.0,16.01
2023-09-30,,,,
2023-10-31,,,,
2023-11-30,,,,
2023-12-31,,,,
2024-01-31,,,,
2024-02-29,,,,
2024-03-31,,,,
2024-04-30,,,,
2024-05-31,,,,
2024-06-30,,,,
2024-07-31,,,,
2024-08-31,,,,
2024-09-30,,,,
2024-10-31,,,,
2024-11-30,,,,
2024-12-31,,,,
2025-01-31,,,,
2025-02-28,,,,
2025-03-31,,,,
2025-04-30,,,,
2025-05-31,,,,
2025-06-30,,,,
2025-07-31,,,,
2025-08-31,,,,
2025-09-30,,,,
2025-10-31,,,,
2025-11-30,,,,
2025-12-31,,,,
