period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2019-08-31,0.9086153,39.18673925,14.11121952,3496409934.0,6.86508707,0.05169814,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.66,MA,Boston,Office
2019-09-30,0.9086153,39.18673925,14.11121952,3496409934.0,6.86508707,0.05169814,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.62,MA,Boston,Office
2019-10-31,0.907469,39.18673925,14.11121952,3496409934.0,6.86508707,0.04996469,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.89,MA,Boston,Office
2019-11-30,0.907469,39.18673925,14.11121952,3496409934.0,6.86508707,0.04996469,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.68,MA,Boston,Office
2019-12-31,0.907469,39.18673925,14.11121952,3496409934.0,6.86508707,0.04996469,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.39,MA,Boston,Office
2020-01-31,0.907469,39.18673925,14.11121952,3496409934.0,6.86508707,0.04733298,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,5.04,MA,Boston,Office
2020-02-29,0.91336659,39.18673925,14.11121952,3496409934.0,6.86508707,0.05360761,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,4.65,MA,Boston,Office
2020-03-31,0.91336659,39.18673925,14.11121952,3496409934.0,6.86508707,0.05360761,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,4.77,MA,Boston,Office
2020-04-30,0.91081383,39.18673925,14.11121952,3496409934.0,6.86508707,0.04374362,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,5.24,MA,Boston,Office
2020-05-31,0.91081383,39.18673925,14.11121952,3496409934.0,6.86508707,-0.0766167,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,5.76,MA,Boston,Office
2020-06-30,0.91081383,39.18673925,14.11121952,3496409934.0,6.86508707,-0.0766167,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,4.86,MA,Boston,Office
2020-07-31,0.91105298,39.18673925,14.11121952,3496409934.0,6.86508707,-0.06349051,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,5.22,MA,Boston,Office
2020-08-31,0.91105493,39.16333478,14.11121952,3496409934.0,6.86508707,-0.0627514,13.0,23.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,5.27,MA,Boston,Office
2020-09-30,0.91105493,39.16333478,14.11121952,3496409934.0,6.86508707,-0.06865814,13.0,23.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,5.62,MA,Boston,Office
2020-10-31,0.91105493,39.16333478,14.11121952,3496409934.0,6.86508707,-0.06865814,13.0,23.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,6.52,MA,Boston,Office
2020-11-30,0.91105493,39.16333478,14.11121952,3496409934.0,6.86508707,-0.06865814,13.0,23.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,10.99,MA,Boston,Office
2020-12-31,0.91105493,39.16333478,14.11121952,3496409934.0,6.86508707,-0.06865814,13.0,23.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,11.06,MA,Boston,Office
2021-01-31,0.91202331,39.16333478,14.11121952,3496409934.0,6.86508707,-0.07834945,13.0,23.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,12.15,MA,Boston,Office
2021-02-28,0.88852984,39.16333478,14.11121952,3496409934.0,6.86508707,-0.01563947,18.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,12.46,MA,Boston,Office
2021-03-31,0.88852984,39.16333478,14.11121952,3496409934.0,6.86508707,-0.01563947,18.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,14.18,MA,Boston,Office
2021-04-30,0.88800561,39.16333478,14.11121952,3496409934.0,6.86508707,-0.01272675,18.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,15.92,MA,Boston,Office
2021-05-31,0.88800561,39.16333478,14.11121952,3496409934.0,6.86508707,-0.01272675,18.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,16.43,MA,Boston,Office
2021-06-30,0.88800561,39.16333478,14.11121952,3496409934.0,6.86508707,-0.01272675,18.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,16.28,MA,Boston,Office
2021-07-31,0.8874797,39.16333478,14.11121952,3496409934.0,6.86508707,0.09306214,18.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,16.82,MA,Boston,Office
2021-08-31,0.8874797,39.16333478,14.11121952,3496409934.0,6.86508707,0.03331221,18.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,18.64,MA,Boston,Office
2021-09-30,0.8874797,39.16333478,14.11121952,3496409934.0,6.86508707,0.03331221,18.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,18.59,MA,Boston,Office
2021-10-31,0.88929692,39.16333478,14.11121952,3496409934.0,6.86508707,0.07555483,18.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,19.07,MA,Boston,Office
2021-11-30,0.88929692,39.16333478,14.11121952,3496409934.0,6.86508707,0.07555483,18.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,18.39,MA,Boston,Office
2021-12-31,0.88929692,39.16333478,14.11121952,3496409934.0,6.86508707,0.07555483,18.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,18.35,MA,Boston,Office
2022-01-31,0.88918055,39.13776861,14.11121952,3496409934.0,6.86508707,0.07297938,18.0,28.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,18.02,MA,Boston,Office
2022-02-28,0.88017619,39.22365904,13.19169101,3851603996.0,6.15437405,0.07297402,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,17.53,MA,Boston,Office
2022-03-31,0.88017619,39.22365904,13.19169101,3851603996.0,6.15437405,0.07297402,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,19.71,MA,Boston,Office
2022-04-30,0.87609883,39.22365904,13.19169101,3851603996.0,6.15437405,0.07982434,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,21.27,MA,Boston,Office
2022-05-31,0.87609883,39.22365904,13.19169101,3851603996.0,6.15437405,0.07982434,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,20.68,MA,Boston,Office
2022-06-30,0.87609883,39.22365904,13.19169101,3851603996.0,6.15437405,0.07982434,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,20.51,MA,Boston,Office
2022-07-31,0.87642671,39.22365904,13.19169101,3851603996.0,6.15437405,0.03977031,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,18.5,MA,Boston,Office
2022-08-31,0.87642671,39.22365904,13.19169101,3851603996.0,6.15437405,-0.02629505,20.0,34.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,21.64,MA,Boston,Office
2022-09-30,0.87641986,39.22365904,13.19169101,3851603996.0,6.15437405,-0.05115698,20.0,34.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,21.72,MA,Boston,Office
2022-10-31,0.87641986,39.22365904,13.19169101,3851603996.0,6.15437405,-0.05115698,20.0,34.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,20.46,MA,Boston,Office
2022-11-30,0.87641986,39.22365904,13.19169101,3851603996.0,6.15437405,-0.16828596,20.0,34.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,21.47,MA,Boston,Office
2022-12-31,0.87641986,39.22365904,13.19169101,3851603996.0,6.15437405,-0.16828596,20.0,34.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,21.1,MA,Boston,Office
2023-01-31,0.87967317,39.26808119,13.19169101,3851603996.0,6.15437405,-0.17058082,20.0,34.0,141.86,4.38,2.5,106816.12,10.33,89.48,0.17,67.86,90095.54,203874.04,44.01,3.67,0.27,0.22,71.25,0.33,2.44,22.53,19.19,MA,Boston,Office
2023-02-28,0.90882116,39.26808119,13.10479206,2032248408.0,6.11412575,-0.24070566,19.0,34.0,141.86,4.38,2.5,106816.12,10.33,89.48,0.17,67.86,90095.54,203874.04,44.01,3.67,0.27,0.22,71.25,0.33,2.44,22.53,19.38,MA,Boston,Office
2023-03-31,0.90882116,39.26808119,13.10479206,2032248408.0,6.11412575,-0.24070566,19.0,34.0,141.86,4.38,2.5,106816.12,10.33,89.48,0.17,67.86,90095.54,203874.04,44.01,3.67,0.27,0.22,71.25,0.33,2.44,22.53,19.37,MA,Boston,Office
2023-04-30,0.88055,39.26808119,13.10479206,2032248408.0,6.11412575,-0.3830145,19.0,34.0,141.86,4.38,2.5,106816.12,10.33,89.48,0.17,67.86,90095.54,203874.04,44.01,3.67,0.27,0.22,71.25,0.33,2.44,22.53,23.2,MA,Boston,Office
