period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2019-01-31,0.93731995,39.10066247,13.87764977,2616577506.0,6.72448897,-0.00179083,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.66,MA,Boston,Mall
2019-02-28,0.93601413,39.10066247,13.87764977,2616577506.0,6.72448897,-0.00179083,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.62,MA,Boston,Mall
2019-03-31,0.93601413,39.10066247,13.86924671,2616577506.0,6.72229323,-0.00179083,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.89,MA,Boston,Mall
2019-04-30,0.93601413,39.10066247,13.86924671,2616577506.0,6.72229323,-0.0005508,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.68,MA,Boston,Mall
2019-05-31,0.93601413,39.10066247,13.86924671,2616577506.0,6.72229323,-0.0005508,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.39,MA,Boston,Mall
2019-06-30,0.93601413,39.10066247,13.86924671,2616577506.0,6.72229323,-0.00059975,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.04,MA,Boston,Mall
2019-07-31,0.93601413,39.10066247,13.86924671,2616577506.0,6.72229323,-0.00059975,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.65,MA,Boston,Mall
2019-08-31,0.93209367,39.18673925,14.11121952,3496409934.0,6.86508707,-0.02184864,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.77,MA,Boston,Mall
2019-09-30,0.93209367,39.18673925,14.11121952,3496409934.0,6.86508707,-0.02184864,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.24,MA,Boston,Mall
2019-10-31,0.932,39.18673925,14.11121952,3496409934.0,6.86508707,-0.01030587,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.76,MA,Boston,Mall
2019-11-30,0.932,39.18673925,14.11121952,3496409934.0,6.86508707,-0.01030587,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.86,MA,Boston,Mall
2019-12-31,0.932,39.18673925,14.11121952,3496409934.0,6.86508707,-0.01030587,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.22,MA,Boston,Mall
2020-01-31,0.93199774,39.18673925,14.11121952,3496409934.0,6.86508707,-0.00480716,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,5.27,MA,Boston,Mall
2020-02-29,0.93151355,39.18673925,14.11121952,3496409934.0,6.86508707,-0.00480716,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,5.62,MA,Boston,Mall
2020-03-31,0.93151355,39.18673925,14.11121952,3496409934.0,6.86508707,-0.00480716,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,6.52,MA,Boston,Mall
2020-04-30,0.93360643,39.18673925,14.11121952,3496409934.0,6.86508707,-0.00823704,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,10.99,MA,Boston,Mall
2020-05-31,0.93360643,39.18673925,14.11121952,3496409934.0,6.86508707,-0.18676889,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,11.06,MA,Boston,Mall
2020-06-30,0.93360643,39.18673925,14.11121952,3496409934.0,6.86508707,-0.18676889,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,12.15,MA,Boston,Mall
2020-07-31,0.93143995,39.18673925,14.11121952,3496409934.0,6.86508707,-0.18676892,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,12.46,MA,Boston,Mall
2020-08-31,0.93143995,39.16333478,14.11121952,3496409934.0,6.86508707,-0.18748798,27.0,23.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,14.18,MA,Boston,Mall
2020-09-30,0.93143995,39.16333478,14.11121952,3496409934.0,6.86508707,-0.19327594,27.0,23.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,15.92,MA,Boston,Mall
2020-10-31,0.93143995,39.16333478,14.11121952,3496409934.0,6.86508707,-0.19327594,27.0,23.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,16.43,MA,Boston,Mall
2020-11-30,0.93143995,39.16333478,14.11121952,3496409934.0,6.86508707,-0.19327594,27.0,23.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,16.28,MA,Boston,Mall
2020-12-31,0.93143995,39.16333478,14.11121952,3496409934.0,6.86508707,-0.19327594,27.0,23.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,16.82,MA,Boston,Mall
2021-01-31,0.93129046,39.16333478,14.11121952,3496409934.0,6.86508707,-0.16384147,27.0,23.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,18.64,MA,Boston,Mall
2021-02-28,0.90795407,39.16333478,14.11121952,3496409934.0,6.86508707,-0.12909949,21.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,18.59,MA,Boston,Mall
2021-03-31,0.90795407,39.16333478,14.11121952,3496409934.0,6.86508707,-0.12909949,21.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,19.07,MA,Boston,Mall
2021-04-30,0.91096592,39.16333478,14.11121952,3496409934.0,6.86508707,-0.13859814,21.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,18.39,MA,Boston,Mall
2021-05-31,0.91096592,39.16333478,14.11121952,3496409934.0,6.86508707,-0.13859814,21.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,18.35,MA,Boston,Mall
2021-06-30,0.91096592,39.16333478,14.11121952,3496409934.0,6.86508707,-0.13859814,21.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,18.02,MA,Boston,Mall
2021-07-31,0.90862481,39.16333478,14.11121952,3496409934.0,6.86508707,0.01637194,21.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,17.53,MA,Boston,Mall
2021-08-31,0.90862481,39.16333478,14.11121952,3496409934.0,6.86508707,0.03867154,21.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,19.71,MA,Boston,Mall
2021-09-30,0.90862481,39.16333478,14.11121952,3496409934.0,6.86508707,0.03867154,21.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,21.27,MA,Boston,Mall
2021-10-31,0.9073956,39.16333478,14.11121952,3496409934.0,6.86508707,0.18035886,21.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,20.68,MA,Boston,Mall
2021-11-30,0.9073956,39.16333478,14.11121952,3496409934.0,6.86508707,0.18035886,21.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,20.51,MA,Boston,Mall
2021-12-31,0.9073956,39.16333478,14.11121952,3496409934.0,6.86508707,0.18035886,21.0,28.0,125.59,4.9,2.52,100750.0,10.51,89.31,0.17,67.49,86644.56,199710.83,43.64,3.63,-0.81,-0.87,70.77,-0.74,6.11,-41.11,18.5,MA,Boston,Mall
2022-01-31,0.9072457,39.13776861,14.11121952,3496409934.0,6.86508707,0.20192065,21.0,28.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,21.64,MA,Boston,Mall
2022-02-28,0.88670042,39.22365904,13.19169101,3851603996.0,6.15437405,0.20489753,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,21.72,MA,Boston,Mall
2022-03-31,0.88670042,39.22365904,13.19169101,3851603996.0,6.15437405,0.20489753,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,20.46,MA,Boston,Mall
2022-04-30,0.90230774,39.22365904,13.19169101,3851603996.0,6.15437405,0.27125726,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,21.47,MA,Boston,Mall
2022-05-31,0.90230774,39.22365904,13.19169101,3851603996.0,6.15437405,0.27125726,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,21.1,MA,Boston,Mall
2022-06-30,0.90230774,39.22365904,13.19169101,3851603996.0,6.15437405,0.27125726,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,19.19,MA,Boston,Mall
2022-07-31,0.90336908,39.22365904,13.19169101,3851603996.0,6.15437405,0.19945562,20.0,33.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,19.38,MA,Boston,Mall
2022-08-31,0.90336908,39.22365904,13.19169101,3851603996.0,6.15437405,0.11473946,20.0,34.0,135.89,8.2,2.51,103830.94,10.42,89.4,0.17,67.67,88238.12,198575.81,43.84,3.65,0.3,0.25,71.02,0.37,2.21,-39.93,19.37,MA,Boston,Mall
