period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2019-01-31,0.90909446,38.69631519,13.32467253,85858812.0,1.95083517,0.05122741,33.0,8.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,0.36,CA,Richmond,Industrial
2019-02-28,0.90870492,38.69631519,13.32467253,85858812.0,1.95083517,0.05122741,33.0,11.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,0.59,CA,Richmond,Industrial
2019-03-31,0.90870492,38.69631519,13.257196,85858812.0,1.93804409,0.05122741,33.0,11.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,0.65,CA,Richmond,Industrial
2019-04-30,0.90853487,38.69631519,13.257196,85858812.0,1.93804409,0.05065289,33.0,11.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,0.71,CA,Richmond,Industrial
2019-05-31,0.90853487,38.69631519,13.257196,85858812.0,1.93804409,0.05065289,33.0,11.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,1.2,CA,Richmond,Industrial
2019-06-30,0.90891706,38.69631519,13.257196,85858812.0,1.93804409,0.02866082,33.0,11.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,1.35,CA,Richmond,Industrial
2019-07-31,0.90891706,38.69631519,13.257196,85858812.0,1.93804409,0.02866082,33.0,11.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,0.93,CA,Richmond,Industrial
2019-08-31,0.93518227,39.00775567,13.48297905,92946786.0,2.37702748,0.08919786,32.0,7.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,0.43,CA,Richmond,Industrial
2019-09-30,0.93518227,39.00775567,13.48297905,92946786.0,2.37702748,0.08919786,32.0,7.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,0.78,CA,Richmond,Industrial
2019-10-31,0.93474012,39.00775567,13.48297905,92946786.0,2.37702748,0.11041915,32.0,7.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,1.36,CA,Richmond,Industrial
2019-11-30,0.93474012,39.00775567,13.48297905,92946786.0,2.37702748,0.11041915,32.0,7.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,2.01,CA,Richmond,Industrial
2019-12-31,0.93474012,39.00775567,13.48297905,92946786.0,2.37702748,0.11041915,32.0,7.0,115.68,1.33,2.63,68324.0,10.58,89.19,0.21,64.67,58133.84,139637.78,41.89,4.59,0.64,0.74,64.6,0.99,2.61,-6.45,1.92,CA,Richmond,Industrial
2020-01-31,0.93474012,39.00775567,13.48297905,92946786.0,2.37702748,0.11929511,32.0,7.0,116.86,1.02,2.61,71009.94,10.4,89.38,0.21,63.28,56316.05,144236.05,42.34,4.61,0.47,0.56,65.04,0.78,-2.36,131.03,2.44,CA,Richmond,Industrial
2020-02-29,0.94373523,39.00775567,13.48297905,92946786.0,2.37702748,0.10517921,32.0,7.0,116.86,1.02,2.61,71009.94,10.4,89.38,0.21,63.28,56316.05,144236.05,42.34,4.61,0.47,0.56,65.04,0.78,-2.36,131.03,2.15,CA,Richmond,Industrial
2020-03-31,0.94373523,39.00775567,13.48297905,92946786.0,2.37702748,0.10517921,32.0,7.0,116.86,1.02,2.61,71009.94,10.4,89.38,0.21,63.28,56316.05,144236.05,42.34,4.61,0.47,0.56,65.04,0.78,-2.36,131.03,2.35,CA,Richmond,Industrial
2020-04-30,0.93703644,39.00775567,13.48297905,92946786.0,2.37702748,0.09189386,32.0,7.0,116.86,1.02,2.61,71009.94,10.4,89.38,0.21,63.28,56316.05,144236.05,42.34,4.61,0.47,0.56,65.04,0.78,-2.36,131.03,2.42,CA,Richmond,Industrial
2020-05-31,0.93703644,39.00775567,13.48297905,92946786.0,2.37702748,-0.04401802,32.0,7.0,116.86,1.02,2.61,71009.94,10.4,89.38,0.21,63.28,56316.05,144236.05,42.34,4.61,0.47,0.56,65.04,0.78,-2.36,131.03,3.74,CA,Richmond,Industrial
