period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2019-01-31,0.93596096,37.36446318,13.34791128,2187260667.0,1.42217683,0.06660435,23.0,34.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,3.45,MN,Minneapolis,Industrial
2019-02-28,0.93809214,37.36446318,13.34791128,2187260667.0,1.42217683,0.06716236,23.0,30.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,3.59,MN,Minneapolis,Industrial
2019-03-31,0.93809214,37.36446318,13.36787962,2187260667.0,1.42556553,0.06716236,23.0,30.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,3.58,MN,Minneapolis,Industrial
2019-04-30,0.93978978,37.36446318,13.36787962,2187260667.0,1.42556553,0.06859787,23.0,30.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,3.91,MN,Minneapolis,Industrial
2019-05-31,0.93978978,37.36446318,13.36787962,2187260667.0,1.42556553,0.06859787,23.0,30.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,3.77,MN,Minneapolis,Industrial
2019-06-30,0.94017197,37.36446318,13.36787962,2187260667.0,1.42556553,0.04331226,23.0,30.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,3.9,MN,Minneapolis,Industrial
2019-07-31,0.94017197,37.36446318,13.36787962,2187260667.0,1.42556553,0.04331226,23.0,30.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,3.33,MN,Minneapolis,Industrial
2019-08-31,0.94101059,37.48699753,13.61641142,2595768264.0,1.70979657,0.08833115,27.0,25.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,3.95,MN,Minneapolis,Industrial
2019-09-30,0.94101059,37.48699753,13.61641142,2595768264.0,1.70979657,0.08833115,27.0,25.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,3.85,MN,Minneapolis,Industrial
2019-10-31,0.94101066,37.48699753,13.61641142,2595768264.0,1.70979657,0.09418988,27.0,25.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,4.41,MN,Minneapolis,Industrial
2019-11-30,0.94101066,37.48699753,13.61641142,2595768264.0,1.70979657,0.09418988,27.0,25.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,4.35,MN,Minneapolis,Industrial
2019-12-31,0.94101066,37.48699753,13.61641142,2595768264.0,1.70979657,0.09418988,27.0,25.0,118.12,2.09,2.6,83698.0,14.65,85.04,0.29,69.19,64191.76,145026.76,37.67,4.29,0.53,0.48,72.78,0.87,1.09,10.34,3.98,MN,Minneapolis,Industrial
2020-01-31,0.94101066,37.48699753,13.61641142,2595768264.0,1.70979657,0.12538925,27.0,25.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,3.97,MN,Minneapolis,Industrial
2020-02-29,0.94161398,37.48699753,13.61641142,2595768264.0,1.70979657,0.11239944,27.0,25.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,4.21,MN,Minneapolis,Industrial
2020-03-31,0.94161398,37.48699753,13.61641142,2595768264.0,1.70979657,0.11239944,27.0,25.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,4.95,MN,Minneapolis,Industrial
2020-04-30,0.94404667,37.48699753,13.61641142,2595768264.0,1.70979657,0.10383576,27.0,25.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,8.67,MN,Minneapolis,Industrial
2020-05-31,0.94404667,37.48699753,13.61641142,2595768264.0,1.70979657,-0.01209561,27.0,25.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,8.11,MN,Minneapolis,Industrial
2020-06-30,0.94404667,37.48699753,13.61641142,2595768264.0,1.70979657,-0.01209561,27.0,25.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,9.01,MN,Minneapolis,Industrial
2020-07-31,0.94100967,37.48699753,13.61641142,2595768264.0,1.70979657,-0.01209561,27.0,25.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,9.62,MN,Minneapolis,Industrial
2020-08-31,0.94100257,37.514536,13.61641142,2595768264.0,1.70979657,0.03052808,38.0,17.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,11.04,MN,Minneapolis,Industrial
2020-09-30,0.94100257,37.514536,13.61641142,2595768264.0,1.70979657,0.08185474,38.0,17.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,11.04,MN,Minneapolis,Industrial
2020-10-31,0.94100257,37.514536,13.61641142,2595768264.0,1.70979657,0.08185474,38.0,17.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,12.08,MN,Minneapolis,Industrial
2020-11-30,0.94100257,37.514536,13.61641142,2595768264.0,1.70979657,0.08185474,38.0,17.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,12.23,MN,Minneapolis,Industrial
2020-12-31,0.94100257,37.514536,13.61641142,2595768264.0,1.70979657,0.08185474,38.0,17.0,119.49,1.15,2.58,86264.48,14.57,85.12,0.3,68.77,61253.26,144632.13,37.9,4.33,0.23,0.18,73.09,0.54,-4.05,103.12,12.65,MN,Minneapolis,Industrial
2021-01-31,0.941,37.514536,13.61641142,2595768264.0,1.70979657,0.12511263,38.0,17.0,125.22,4.79,2.51,87433.0,14.49,85.19,0.3,66.46,64669.48,153390.31,38.0,4.35,-0.32,-0.37,73.36,-0.05,5.52,-47.69,12.8,MN,Minneapolis,Industrial
2021-02-28,0.93872923,37.514536,13.70767776,2595768264.0,1.80988788,0.10850366,23.0,23.0,125.22,4.79,2.51,87433.0,14.49,85.19,0.3,66.46,64669.48,153390.31,38.0,4.35,-0.32,-0.37,73.36,-0.05,5.52,-47.69,13.33,MN,Minneapolis,Industrial
2021-03-31,0.93872923,37.514536,13.70767776,2595768264.0,1.80988788,0.10850366,23.0,23.0,125.22,4.79,2.51,87433.0,14.49,85.19,0.3,66.46,64669.48,153390.31,38.0,4.35,-0.32,-0.37,73.36,-0.05,5.52,-47.69,12.92,MN,Minneapolis,Industrial
2021-04-30,0.93400426,37.514536,13.70767776,2595768264.0,1.80988788,0.07019519,23.0,23.0,125.22,4.79,2.51,87433.0,14.49,85.19,0.3,66.46,64669.48,153390.31,38.0,4.35,-0.32,-0.37,73.36,-0.05,5.52,-47.69,12.57,MN,Minneapolis,Industrial
2021-05-31,0.93400426,37.514536,13.70767776,2595768264.0,1.80988788,0.07019519,23.0,23.0,125.22,4.79,2.51,87433.0,14.49,85.19,0.3,66.46,64669.48,153390.31,38.0,4.35,-0.32,-0.37,73.36,-0.05,5.52,-47.69,12.09,MN,Minneapolis,Industrial
2021-06-30,0.93400426,37.514536,13.70767776,2595768264.0,1.80988788,0.07019519,23.0,23.0,125.22,4.79,2.51,87433.0,14.49,85.19,0.3,66.46,64669.48,153390.31,38.0,4.35,-0.32,-0.37,73.36,-0.05,5.52,-47.69,11.99,MN,Minneapolis,Industrial
2021-07-31,0.935,37.514536,13.70767776,2595768264.0,1.80988788,0.27195536,23.0,23.0,125.22,4.79,2.51,87433.0,14.49,85.19,0.3,66.46,64669.48,153390.31,38.0,4.35,-0.32,-0.37,73.36,-0.05,5.52,-47.69,13.35,MN,Minneapolis,Industrial
2021-08-31,0.935,37.514536,13.70767776,2595768264.0,1.80988788,0.27211574,23.0,23.0,125.22,4.79,2.51,87433.0,14.49,85.19,0.3,66.46,64669.48,153390.31,38.0,4.35,-0.32,-0.37,73.36,-0.05,5.52,-47.69,14.35,MN,Minneapolis,Industrial
