period_begin,asset_value_momentum,occupancy,rank_desirability,remote_work_share
2019-01-31,0.2344328,0.91496096,16.0,6.72
2019-02-28,0.15548577,0.93613748,16.0,6.45
2019-03-31,0.15548577,0.93613748,16.0,7.05
2019-04-30,0.13962783,0.93778978,16.0,4.78
2019-05-31,0.13962783,0.93778978,16.0,5.45
2019-06-30,0.1177301,0.93817197,16.0,4.75
2019-07-31,0.1177301,0.93817197,16.0,4.49
2019-08-31,0.16154514,0.9390103,15.0,5.16
2019-09-30,0.16154514,0.9390103,15.0,5.29
2019-10-31,0.15208933,0.93901036,15.0,5.7
2019-11-30,0.15208933,0.93901036,15.0,5.31
2019-12-31,0.15208933,0.93901036,15.0,5.35
2020-01-31,0.13350215,0.93901036,15.0,5.23
2020-02-29,0.12853069,0.93367431,15.0,5.72
2020-03-31,0.12853069,0.93367431,15.0,5.78
2020-04-30,0.10976207,0.93403668,15.0,9.41
2020-05-31,-0.0229892,0.93403668,15.0,8.88
2020-06-30,-0.0229892,0.93403668,15.0,8.15
2020-07-31,-0.0229892,0.9340098,15.0,9.41
2020-08-31,-0.04755896,0.93400276,21.0,10.75
2020-09-30,-0.00864634,0.93400276,21.0,11.15
2020-10-31,-0.00864634,0.93400276,21.0,12.33
2020-11-30,-0.00864634,0.93400276,21.0,11.98
2020-12-31,-0.00864634,0.93400276,21.0,12.73
2021-01-31,0.05384124,0.934,21.0,12.71
2021-02-28,0.04034359,0.92724816,29.0,13.84
2021-03-31,0.04034359,0.92724816,29.0,15.24
2021-04-30,0.02318008,0.941,29.0,12.93
2021-05-31,0.02318008,0.941,29.0,13.11
2021-06-30,0.02318008,0.941,29.0,12.46
2021-07-31,0.27468252,0.941,29.0,12.15
2021-08-31,0.24650791,0.941,29.0,12.99
2021-09-30,0.24650791,0.941,29.0,14.75
2021-10-31,0.4258699,0.942,29.0,15.82
2021-11-30,0.4258699,0.942,29.0,14.41
2021-12-31,0.4258699,0.942,29.0,11.72
2022-01-31,0.52261056,0.942,28.0,13.0
2022-02-28,0.53451377,0.9476651,29.0,14.31
2022-03-31,0.53451377,0.9476651,29.0,14.32
2022-04-30,0.38416626,0.954,29.0,13.77
2022-05-31,0.38416626,0.954,29.0,15.44
2022-06-30,0.38416626,0.954,29.0,15.74
2022-07-31,0.21390568,0.957,29.0,15.12
2022-08-31,0.13774401,0.957,29.0,14.41
2022-09-30,-0.08645248,0.958,29.0,17.15
2022-10-31,-0.08645248,0.958,29.0,16.39
2022-11-30,-0.23890731,0.958,29.0,18.01
2022-12-31,-0.23890731,0.958,29.0,16.13
2023-01-31,-0.20901236,0.955,30.0,13.61
2023-02-28,-0.21966494,0.95322967,34.0,16.22
2023-03-31,-0.21966494,0.95322967,34.0,15.2
2023-04-30,-0.23455808,0.964,34.0,15.39
2023-05-31,-0.23455808,0.964,34.0,16.45
2023-06-30,-0.13058017,0.964,34.0,14.72
2023-07-31,-0.1036909,0.964,34.0,14.51
2023-08-31,-0.01861407,0.964,19.0,16.26
2023-09-30,,,,
2023-10-31,,,,
2023-11-30,,,,
2023-12-31,,,,
2024-01-31,,,,
2024-02-29,,,,
2024-03-31,,,,
2024-04-30,,,,
2024-05-31,,,,
2024-06-30,,,,
2024-07-31,,,,
2024-08-31,,,,
2024-09-30,,,,
2024-10-31,,,,
2024-11-30,,,,
2024-12-31,,,,
2025-01-31,,,,
2025-02-28,,,,
2025-03-31,,,,
2025-04-30,,,,
2025-05-31,,,,
2025-06-30,,,,
2025-07-31,,,,
2025-08-31,,,,
2025-09-30,,,,
2025-10-31,,,,
2025-11-30,,,,
2025-12-31,,,,
