period_begin,asset_value_momentum,occupancy,rank_desirability,remote_work_share
2019-01-31,0.10718656,0.92996096,9.0,4.02
2019-02-28,0.10718656,0.92879185,9.0,4.32
2019-03-31,0.10718656,0.92879185,9.0,3.77
2019-04-30,0.09781976,0.91978978,9.0,4.85
2019-05-31,0.09781976,0.91978978,9.0,4.43
2019-06-30,0.05803233,0.92117197,9.0,4.25
2019-07-31,0.05803233,0.92117197,9.0,4.2
2019-08-31,0.09720927,0.92201036,10.0,4.1
2019-09-30,0.09720927,0.92201036,10.0,4.88
2019-10-31,0.09275383,0.92201043,10.0,4.39
2019-11-30,0.09275383,0.92201043,10.0,4.02
2019-12-31,0.09275383,0.92201043,10.0,4.26
2020-01-31,0.1635147,0.92201043,10.0,4.14
2020-02-29,0.14645891,0.9178063,10.0,4.52
2020-03-31,0.14645891,0.9178063,10.0,5.03
2020-04-30,0.13683298,0.92303623,10.0,13.48
2020-05-31,0.00563307,0.92303623,10.0,10.21
2020-06-30,0.00563307,0.92303623,10.0,9.5
2020-07-31,0.00563307,0.9240095,10.0,9.48
2020-08-31,0.02023191,0.92400252,24.0,10.96
2020-09-30,0.05484312,0.92400252,24.0,11.21
2020-10-31,0.05484312,0.92400252,24.0,11.36
2020-11-30,0.05484312,0.92400252,24.0,10.59
2020-12-31,0.05484312,0.92400252,24.0,11.98
2021-01-31,0.11524104,0.923,24.0,12.14
2021-02-28,0.09899312,0.91890398,25.0,13.36
2021-03-31,0.09899312,0.91890398,25.0,12.59
2021-04-30,0.09033983,0.926,25.0,11.47
2021-05-31,0.09033983,0.926,25.0,10.5
2021-06-30,0.09033983,0.926,25.0,10.68
2021-07-31,0.26306737,0.926,25.0,10.34
2021-08-31,0.26889062,0.926,25.0,10.59
2021-09-30,0.26889062,0.926,25.0,10.62
2021-10-31,0.38230488,0.933,25.0,11.16
2021-11-30,0.38230488,0.933,25.0,12.24
2021-12-31,0.38230488,0.933,25.0,11.91
2022-01-31,0.34523975,0.933,25.0,14.67
2022-02-28,0.35604937,0.95297738,25.0,16.75
2022-03-31,0.35604937,0.95297738,25.0,14.36
2022-04-30,0.29888285,0.955,25.0,15.21
2022-05-31,0.29888285,0.955,25.0,14.56
2022-06-30,0.29888285,0.955,25.0,15.42
2022-07-31,0.18527975,0.957,25.0,15.24
2022-08-31,0.12278269,0.957,22.0,12.71
2022-09-30,-0.03364393,0.959,22.0,15.53
2022-10-31,-0.03364393,0.959,22.0,17.53
2022-11-30,-0.16893787,0.959,22.0,17.36
2022-12-31,-0.16893787,0.959,22.0,17.93
2023-01-31,-0.13848314,0.955,23.0,16.85
2023-02-28,-0.1436149,0.96722388,21.0,15.42
2023-03-31,-0.1436149,0.96722388,21.0,13.95
2023-04-30,-0.15371663,0.97285,21.0,14.11
2023-05-31,-0.15371663,0.97285,21.0,13.57
2023-06-30,-0.08607351,0.97285,21.0,13.33
2023-07-31,-0.05780774,0.97285,21.0,11.96
2023-08-31,-0.02536363,0.97285,22.0,12.69
2023-09-30,,,,
2023-10-31,,,,
2023-11-30,,,,
2023-12-31,,,,
2024-01-31,,,,
2024-02-29,,,,
2024-03-31,,,,
2024-04-30,,,,
2024-05-31,,,,
2024-06-30,,,,
2024-07-31,,,,
2024-08-31,,,,
2024-09-30,,,,
2024-10-31,,,,
2024-11-30,,,,
2024-12-31,,,,
2025-01-31,,,,
2025-02-28,,,,
2025-03-31,,,,
2025-04-30,,,,
2025-05-31,,,,
2025-06-30,,,,
2025-07-31,,,,
2025-08-31,,,,
2025-09-30,,,,
2025-10-31,,,,
2025-11-30,,,,
2025-12-31,,,,
