period_begin,asset_value_momentum,occupancy,rank_desirability,remote_work_share
2019-01-31,0.0965099,0.91796096,20.0,5.05
2019-02-28,0.09723401,0.91999885,20.0,5.21
2019-03-31,0.09723401,0.91999885,20.0,5.71
2019-04-30,0.10467543,0.92178978,20.0,5.86
2019-05-31,0.10467543,0.92178978,20.0,5.67
2019-06-30,0.071588,0.92317197,20.0,5.57
2019-07-31,0.071588,0.92317197,20.0,5.85
2019-08-31,0.10222766,0.92401011,20.0,5.37
2019-09-30,0.10222766,0.92401011,20.0,5.92
2019-10-31,0.08647271,0.92401018,20.0,6.39
2019-11-30,0.08647271,0.92401018,20.0,6.34
2019-12-31,0.08647271,0.92401018,20.0,6.09
2020-01-31,0.11696755,0.92401018,20.0,6.25
2020-02-29,0.1158325,0.90955975,20.0,6.54
2020-03-31,0.1158325,0.90955975,20.0,7.11
2020-04-30,0.09524395,0.9130353,20.0,14.83
2020-05-31,-0.02315945,0.9130353,20.0,12.9
2020-06-30,-0.02315945,0.9130353,20.0,13.09
2020-07-31,-0.02315945,0.91300935,20.0,13.84
2020-08-31,0.01023879,0.91300256,9.0,14.48
2020-09-30,0.07102186,0.91300256,9.0,14.78
2020-10-31,0.07102186,0.91300256,9.0,15.61
2020-11-30,0.07102186,0.91300256,9.0,15.36
2020-12-31,0.07102186,0.91300256,9.0,15.61
2021-01-31,0.1511324,0.913,9.0,16.15
2021-02-28,0.13467868,0.92230261,19.0,16.58
2021-03-31,0.13467868,0.92230261,19.0,17.79
2021-04-30,0.12531671,0.925,19.0,16.96
2021-05-31,0.12531671,0.925,19.0,17.57
2021-06-30,0.12531671,0.925,19.0,17.4
2021-07-31,0.32805298,0.925,19.0,16.74
2021-08-31,0.29184503,0.925,19.0,21.28
2021-09-30,0.29184503,0.925,19.0,19.2
2021-10-31,0.437754,0.936,19.0,19.88
2021-11-30,0.437754,0.936,19.0,21.58
2021-12-31,0.437754,0.936,19.0,20.0
2022-01-31,0.45620437,0.937,19.0,20.71
2022-02-28,0.46701012,0.95105184,19.0,20.44
2022-03-31,0.46701012,0.95105184,19.0,18.75
2022-04-30,0.35672774,0.951,19.0,20.37
2022-05-31,0.35672774,0.951,19.0,19.41
2022-06-30,0.35672774,0.951,19.0,19.64
2022-07-31,0.19276771,0.956,19.0,19.88
2022-08-31,0.13108271,0.956,18.0,18.16
2022-09-30,-0.06057885,0.958,18.0,20.31
2022-10-31,-0.06057885,0.958,18.0,21.98
2022-11-30,-0.20963634,0.958,18.0,21.72
2022-12-31,-0.20963634,0.958,18.0,20.6
2023-01-31,-0.16841002,0.952,19.0,20.65
2023-02-28,-0.19156301,0.9819865,23.0,21.82
2023-03-31,-0.19156301,0.9819865,23.0,21.96
2023-04-30,-0.18739775,0.976,23.0,21.51
2023-05-31,-0.18739775,0.976,23.0,20.2
2023-06-30,-0.08798933,0.976,23.0,19.45
2023-07-31,-0.05978282,0.976,23.0,19.39
2023-08-31,0.02572863,0.976,24.0,18.15
2023-09-30,,,,
2023-10-31,,,,
2023-11-30,,,,
2023-12-31,,,,
2024-01-31,,,,
2024-02-29,,,,
2024-03-31,,,,
2024-04-30,,,,
2024-05-31,,,,
2024-06-30,,,,
2024-07-31,,,,
2024-08-31,,,,
2024-09-30,,,,
2024-10-31,,,,
2024-11-30,,,,
2024-12-31,,,,
2025-01-31,,,,
2025-02-28,,,,
2025-03-31,,,,
2025-04-30,,,,
2025-05-31,,,,
2025-06-30,,,,
2025-07-31,,,,
2025-08-31,,,,
2025-09-30,,,,
2025-10-31,,,,
2025-11-30,,,,
2025-12-31,,,,
