period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2019-01-31,0.90331995,33.73501047,9.20492786,234979200.0,2.83807828,-0.00191369,26.0,5.0,117.92,1.67,3.07,62355.0,10.77,89.07,0.15,59.32,45021.57,118779.83,32.53,5.97,1.42,1.24,59.5,1.4,2.66,-6.06,2.99,TX,San Antonio,Mall
2019-02-28,0.90201413,33.73501047,9.20492786,234979200.0,2.83807828,-0.00191369,26.0,2.0,117.92,1.67,3.07,62355.0,10.77,89.07,0.15,59.32,45021.57,118779.83,32.53,5.97,1.42,1.24,59.5,1.4,2.66,-6.06,3.78,TX,San Antonio,Mall
2019-03-31,0.90201413,33.73501047,9.21729271,234979200.0,2.82575563,-0.00191369,26.0,2.0,117.92,1.67,3.07,62355.0,10.77,89.07,0.15,59.32,45021.57,118779.83,32.53,5.97,1.42,1.24,59.5,1.4,2.66,-6.06,2.96,TX,San Antonio,Mall
2019-04-30,0.90201413,33.73501047,9.21729271,234979200.0,2.82575563,-0.00099798,26.0,2.0,117.92,1.67,3.07,62355.0,10.77,89.07,0.15,59.32,45021.57,118779.83,32.53,5.97,1.42,1.24,59.5,1.4,2.66,-6.06,3.16,TX,San Antonio,Mall
2019-05-31,0.90201413,33.73501047,9.21729271,234979200.0,2.82575563,-0.00099798,26.0,2.0,117.92,1.67,3.07,62355.0,10.77,89.07,0.15,59.32,45021.57,118779.83,32.53,5.97,1.42,1.24,59.5,1.4,2.66,-6.06,3.68,TX,San Antonio,Mall
2019-06-30,0.90201413,33.73501047,9.21729271,234979200.0,2.82575563,-0.00223229,26.0,2.0,117.92,1.67,3.07,62355.0,10.77,89.07,0.15,59.32,45021.57,118779.83,32.53,5.97,1.42,1.24,59.5,1.4,2.66,-6.06,3.15,TX,San Antonio,Mall
2019-07-31,0.90201413,33.73501047,9.21729271,234979200.0,2.82575563,-0.00223229,26.0,2.0,117.92,1.67,3.07,62355.0,10.77,89.07,0.15,59.32,45021.57,118779.83,32.53,5.97,1.42,1.24,59.5,1.4,2.66,-6.06,3.32,TX,San Antonio,Mall
2019-08-31,0.91305819,33.86524716,9.61083152,258545493.0,2.84086902,-0.01323462,28.0,12.0,117.92,1.67,3.07,62355.0,10.77,89.07,0.15,59.32,45021.57,118779.83,32.53,5.97,1.42,1.24,59.5,1.4,2.66,-6.06,3.45,TX,San Antonio,Mall
2019-09-30,0.91305819,33.86524716,9.61083152,258545493.0,2.84086902,-0.01323462,28.0,12.0,117.92,1.67,3.07,62355.0,10.77,89.07,0.15,59.32,45021.57,118779.83,32.53,5.97,1.42,1.24,59.5,1.4,2.66,-6.06,4.06,TX,San Antonio,Mall
2019-10-31,0.913,33.86524716,9.61083152,258545493.0,2.84086902,-0.00294344,28.0,12.0,117.92,1.67,3.07,62355.0,10.77,89.07,0.15,59.32,45021.57,118779.83,32.53,5.97,1.42,1.24,59.5,1.4,2.66,-6.06,3.72,TX,San Antonio,Mall
