,period_begin,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,pending_sales,new_listings,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,price_drops,off_market_in_two_weeks,remote_work_share,asset_value_momentum,State,City,Property_Type,occupancy,age_median,airport_distance,airport_volume,railroad_distance,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth
4298,2020-03-31,,,,,,,,,,,,,,,5.36,0.00300401,IN,Indianapolis,Mall,0.88925422,35.27737933,14.29473792,204154934.0,3.35373416,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4299,2020-04-30,,,,,,,,,,,,,,,8.43,0.00356245,IN,Indianapolis,Mall,0.89410511,35.27737933,14.29473792,204154934.0,3.35373416,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4300,2020-05-31,,,,,,,,,,,,,,,7.97,-0.1623351,IN,Indianapolis,Mall,0.89410511,35.27737933,14.29473792,204154934.0,3.35373416,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4301,2020-06-30,,,,,,,,,,,,,,,8.08,-0.1623351,IN,Indianapolis,Mall,0.89410511,35.27737933,14.29473792,204154934.0,3.35373416,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4302,2020-07-31,,,,,,,,,,,,,,,7.81,-0.16233516,IN,Indianapolis,Mall,0.89306938,35.27737933,14.29473792,204154934.0,3.35373416,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4303,2020-08-31,,,,,,,,,,,,,,,9.81,-0.16349192,IN,Indianapolis,Mall,0.89306938,35.44715476,14.29473792,204154934.0,3.35373416,39.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4304,2020-09-30,,,,,,,,,,,,,,,8.69,-0.18112555,IN,Indianapolis,Mall,0.89306938,35.44715476,14.29473792,204154934.0,3.35373416,39.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4305,2020-10-31,,,,,,,,,,,,,,,11.14,-0.18112555,IN,Indianapolis,Mall,0.89306938,35.44715476,14.29473792,204154934.0,3.35373416,39.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4306,2020-11-30,,,,,,,,,,,,,,,10.37,-0.18112555,IN,Indianapolis,Mall,0.89306938,35.44715476,14.29473792,204154934.0,3.35373416,39.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4307,2020-12-31,,,,,,,,,,,,,,,10.12,-0.18112555,IN,Indianapolis,Mall,0.89306938,35.44715476,14.29473792,204154934.0,3.35373416,39.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4308,2021-01-31,,,,,,,,,,,,,,,10.99,-0.1589738,IN,Indianapolis,Mall,0.894,35.44715476,14.29473792,204154934.0,3.35373416,39.0,43.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4309,2021-02-28,,,,,,,,,,,,,,,12.28,-0.13093679,IN,Indianapolis,Mall,0.87823628,35.44715476,14.29473792,204154934.0,3.35373416,32.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4310,2021-03-31,,,,,,,,,,,,,,,13.08,-0.13093679,IN,Indianapolis,Mall,0.87823628,35.44715476,14.29473792,204154934.0,3.35373416,32.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4311,2021-04-30,,,,,,,,,,,,,,,12.33,-0.13627881,IN,Indianapolis,Mall,0.88217072,35.44715476,14.29473792,204154934.0,3.35373416,32.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4312,2021-05-31,,,,,,,,,,,,,,,11.66,-0.13627881,IN,Indianapolis,Mall,0.88217072,35.44715476,14.29473792,204154934.0,3.35373416,32.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4313,2021-06-30,,,,,,,,,,,,,,,11.79,-0.13627881,IN,Indianapolis,Mall,0.88217072,35.44715476,14.29473792,204154934.0,3.35373416,32.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4314,2021-07-31,,,,,,,,,,,,,,,11.65,0.11738662,IN,Indianapolis,Mall,0.88202447,35.44715476,14.29473792,204154934.0,3.35373416,32.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4315,2021-08-31,,,,,,,,,,,,,,,16.13,0.13533284,IN,Indianapolis,Mall,0.88202447,35.44715476,14.29473792,204154934.0,3.35373416,32.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4316,2021-09-30,,,,,,,,,,,,,,,13.1,0.13533284,IN,Indianapolis,Mall,0.88202447,35.44715476,14.29473792,204154934.0,3.35373416,32.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4317,2021-10-31,,,,,,,,,,,,,,,13.42,0.28867408,IN,Indianapolis,Mall,0.88181713,35.44715476,14.29473792,204154934.0,3.35373416,32.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4318,2021-11-30,,,,,,,,,,,,,,,13.95,0.28867408,IN,Indianapolis,Mall,0.88181713,35.44715476,14.29473792,204154934.0,3.35373416,32.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4319,2021-12-31,,,,,,,,,,,,,,,11.11,0.28867408,IN,Indianapolis,Mall,0.88181713,35.44715476,14.29473792,204154934.0,3.35373416,32.0,30.0,120.89,4.56,2.52,70224.0,13.89,85.86,0.23,63.69,59720.33,148830.85,33.67,4.52,0.43,0.46,62.43,0.61,5.67,-47.76
4320,2022-01-31,,,,,,,,,,,,,,,12.78,0.32409009,IN,Indianapolis,Mall,0.88065854,35.37677427,14.29473792,204154934.0,3.35373416,32.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4321,2022-02-28,,,,,,,,,,,,,,,13.26,0.32750327,IN,Indianapolis,Mall,0.86519233,35.47699951,16.21484715,221331601.0,4.39132592,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4322,2022-03-31,,,,,,,,,,,,,,,13.15,0.32750327,IN,Indianapolis,Mall,0.86519233,35.47699951,16.21484715,221331601.0,4.39132592,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4323,2022-04-30,,,,,,,,,,,,,,,14.29,0.38871393,IN,Indianapolis,Mall,0.88010119,35.47699951,16.21484715,221331601.0,4.39132592,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4324,2022-05-31,,,,,,,,,,,,,,,16.61,0.38871393,IN,Indianapolis,Mall,0.88010119,35.47699951,16.21484715,221331601.0,4.39132592,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4325,2022-06-30,,,,,,,,,,,,,,,16.59,0.38871393,IN,Indianapolis,Mall,0.88010119,35.47699951,16.21484715,221331601.0,4.39132592,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4326,2022-07-31,,,,,,,,,,,,,,,14.84,0.20360913,IN,Indianapolis,Mall,0.88015864,35.47699951,16.21484715,221331601.0,4.39132592,31.0,29.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4327,2022-08-31,,,,,,,,,,,,,,,13.27,0.1192646,IN,Indianapolis,Mall,0.88015864,35.47699951,16.21484715,221331601.0,4.39132592,28.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4328,2022-09-30,,,,,,,,,,,,,,,14.93,-0.01188088,IN,Indianapolis,Mall,0.88009473,35.47699951,16.21484715,221331601.0,4.39132592,28.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4329,2022-10-31,,,,,,,,,,,,,,,16.25,-0.01188088,IN,Indianapolis,Mall,0.88009473,35.47699951,16.21484715,221331601.0,4.39132592,28.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4330,2022-11-30,,,,,,,,,,,,,,,15.46,-0.09267269,IN,Indianapolis,Mall,0.88009473,35.47699951,16.21484715,221331601.0,4.39132592,28.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4331,2022-12-31,,,,,,,,,,,,,,,14.82,-0.09267269,IN,Indianapolis,Mall,0.88009473,35.47699951,16.21484715,221331601.0,4.39132592,28.0,30.0,130.43,7.89,2.5,72152.44,13.79,85.96,0.23,63.84,60265.87,148544.82,33.79,4.56,0.7,0.72,62.62,0.87,1.79,-28.09
4332,2023-01-31,,,,,,,,,,,,,,,13.49,-0.08494733,IN,Indianapolis,Mall,0.89095788,35.49444041,16.21484715,221331601.0,4.39132592,28.0,30.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45
4333,2023-02-28,,,,,,,,,,,,,,,15.0,-0.08599724,IN,Indianapolis,Mall,0.92173975,35.49444041,16.28347824,163893700.0,4.42214501,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45
4334,2023-03-31,,,,,,,,,,,,,,,15.12,-0.08599724,IN,Indianapolis,Mall,0.92173975,35.49444041,16.28347824,163893700.0,4.42214501,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45
4335,2023-04-30,,,,,,,,,,,,,,,15.48,-0.14001852,IN,Indianapolis,Mall,0.92075421,35.49444041,16.28347824,163893700.0,4.42214501,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45
4336,2023-05-31,,,,,,,,,,,,,,,13.18,-0.14001852,IN,Indianapolis,Mall,0.92075421,35.49444041,16.28347824,163893700.0,4.42214501,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45
4337,2023-06-30,,,,,,,,,,,,,,,12.89,-0.14001852,IN,Indianapolis,Mall,0.92075421,35.49444041,16.28347824,163893700.0,4.42214501,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45
4338,2023-07-31,,,,,,,,,,,,,,,12.33,-0.04979625,IN,Indianapolis,Mall,0.92075421,35.52127401,16.28347824,163893700.0,4.42214501,31.0,27.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45
4339,2023-08-31,,,,,,,,,,,,,,,12.33,-0.05106437,IN,Indianapolis,Mall,0.92075414,35.52127401,16.28347824,163893700.0,4.42214501,29.0,25.0,135.7,4.03,2.49,74039.56,13.69,86.06,0.23,64.01,61055.48,151017.72,33.88,4.6,0.62,0.64,62.78,0.77,2.09,18.45
4340,2023-09-30,,,,,,,,,,,,,,,12.201334691047668,-0.0165989073148775,IN,Indianapolis,Mall,0.8906404968161208,,,,,29.751580119133,,,,,,,,,,,,,,,,,,,
4341,2023-10-31,,,,,,,,,,,,,,,17.654763646125797,-0.1532644981606064,IN,Indianapolis,Mall,0.9268959036688492,,,,,25.98179292678833,,,,,,,,,,,,,,,,,,,
4342,2023-11-30,,,,,,,,,,,,,,,16.74162509441376,-0.0228614906207633,IN,Indianapolis,Mall,0.896084404288032,,,,,28.828119099140167,,,,,,,,,,,,,,,,,,,
4343,2023-12-31,,,,,,,,,,,,,,,17.209520955085758,-0.1214059262559887,IN,Indianapolis,Mall,0.9241080509768936,,,,,27.61721014976501,,,,,,,,,,,,,,,,,,,
4344,2024-01-31,,,,,,,,,,,,,,,10.1136942923069,-0.1165770811435967,IN,Indianapolis,Mall,0.8923355123044222,,,,,26.9548020362854,,,,,,,,,,,,,,,,,,,
4345,2024-02-29,,,,,,,,,,,,,,,10.144708448648451,-0.1263240231067842,IN,Indianapolis,Mall,0.9216723132584476,,,,,31.211937427520752,,,,,,,,,,,,,,,,,,,
4346,2024-03-31,,,,,,,,,,,,,,,15.764850807189944,-0.2552135360773473,IN,Indianapolis,Mall,0.9195188472428965,,,,,30.15169262886048,,,,,,,,,,,,,,,,,,,
4347,2024-04-30,,,,,,,,,,,,,,,15.536617660522465,-0.0925874603791803,IN,Indianapolis,Mall,0.9357902058879972,,,,,27.046711802482605,,,,,,,,,,,,,,,,,,,
4348,2024-05-31,,,,,,,,,,,,,,,12.987727131843569,-0.1997304255596457,IN,Indianapolis,Mall,0.9204604067940568,,,,,27.228376269340515,,,,,,,,,,,,,,,,,,,
4349,2024-06-30,,,,,,,,,,,,,,,16.069283556938174,-0.2369825290106108,IN,Indianapolis,Mall,0.9094081423271894,,,,,29.989441633224487,,,,,,,,,,,,,,,,,,,
4350,2024-07-31,,,,,,,,,,,,,,,9.919935290813449,-0.2184234447469669,IN,Indianapolis,Mall,0.9176290006447672,,,,,27.726727545261383,,,,,,,,,,,,,,,,,,,
4351,2024-08-31,,,,,,,,,,,,,,,11.37499249458313,-0.0628164311029136,IN,Indianapolis,Mall,0.917410633411076,,,,,25.953611850738525,,,,,,,,,,,,,,,,,,,
4352,2024-09-30,,,,,,,,,,,,,,,15.386797494888308,-0.0641727925990235,IN,Indianapolis,Mall,0.9246293105644606,,,,,25.90800809860229,,,,,,,,,,,,,,,,,,,
4353,2024-10-31,,,,,,,,,,,,,,,12.38368091583252,-0.2234551378071013,IN,Indianapolis,Mall,0.915628602011306,,,,,25.473473072052,,,,,,,,,,,,,,,,,,,
4354,2024-11-30,,,,,,,,,,,,,,,15.533893847465515,-0.0447941436970871,IN,Indianapolis,Mall,0.9109333020282792,,,,,25.866469383239743,,,,,,,,,,,,,,,,,,,
4355,2024-12-31,,,,,,,,,,,,,,,16.303434467315675,-0.1630565797148273,IN,Indianapolis,Mall,0.9227516449131512,,,,,25.90762186050415,,,,,,,,,,,,,,,,,,,
4356,2025-01-31,,,,,,,,,,,,,,,10.566700596809389,-0.0529170368791139,IN,Indianapolis,Mall,0.9375352697657084,,,,,27.869697153568268,,,,,,,,,,,,,,,,,,,
4357,2025-02-28,,,,,,,,,,,,,,,11.27395619392395,-0.0644315895244407,IN,Indianapolis,Mall,0.9475078857519172,,,,,26.962998270988464,,,,,,,,,,,,,,,,,,,
4358,2025-03-31,,,,,,,,,,,,,,,14.038471226692202,0.1296883856307864,IN,Indianapolis,Mall,0.8931726962411273,,,,,27.13132655620575,,,,,,,,,,,,,,,,,,,
4359,2025-04-30,,,,,,,,,,,,,,,11.862790846824646,-0.1271942424159401,IN,Indianapolis,Mall,0.9031725491479922,,,,,25.843006134033203,,,,,,,,,,,,,,,,,,,
4360,2025-05-31,,,,,,,,,,,,,,,10.97099952697754,-0.1377008558448553,IN,Indianapolis,Mall,0.9426896101115392,,,,,28.848451375961304,,,,,,,,,,,,,,,,,,,
4361,2025-06-30,,,,,,,,,,,,,,,15.678082809448243,-0.1855078195898649,IN,Indianapolis,Mall,0.8956253302203393,,,,,27.03989040851593,,,,,,,,,,,,,,,,,,,
4362,2025-07-31,,,,,,,,,,,,,,,9.089371930360794,-0.0556969427991473,IN,Indianapolis,Mall,0.9551151870143818,,,,,28.831911206245422,,,,,,,,,,,,,,,,,,,
4363,2025-08-31,,,,,,,,,,,,,,,14.193025603294377,-0.1440856115427255,IN,Indianapolis,Mall,0.9439024266079282,,,,,25.09484577178955,,,,,,,,,,,,,,,,,,,
4364,2025-09-30,,,,,,,,,,,,,,,15.513880910873414,-0.016354171932491,IN,Indianapolis,Mall,0.9352714876490472,,,,,23.36748218536377,,,,,,,,,,,,,,,,,,,
4365,2025-10-31,,,,,,,,,,,,,,,13.48814009666443,-0.1646109321522705,IN,Indianapolis,Mall,0.9483492541505694,,,,,24.20120048522949,,,,,,,,,,,,,,,,,,,
4366,2025-11-30,,,,,,,,,,,,,,,17.939458079338078,-0.2536591581660944,IN,Indianapolis,Mall,0.9463145843861556,,,,,25.04970121383667,,,,,,,,,,,,,,,,,,,
4367,2025-12-31,,,,,,,,,,,,,,,12.332864265441897,-0.2456892012470668,IN,Indianapolis,Mall,0.9012380098672866,,,,,24.083927154541016,,,,,,,,,,,,,,,,,,,
5040,2019-01-31,,,,,,,,,,,,,,,5.22,-0.00446264,PA,Philadelphia,Mall,0.88431995,39.16973276,16.90362925,4621945896.0,2.77595171,42.0,39.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65
5041,2019-02-28,,,,,,,,,,,,,,,5.56,-0.00446264,PA,Philadelphia,Mall,0.88301413,39.16973276,16.90362925,4621945896.0,2.77595171,42.0,39.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65
5042,2019-03-31,,,,,,,,,,,,,,,4.87,-0.00446264,PA,Philadelphia,Mall,0.88301413,39.16973276,16.88735252,4621945896.0,2.77504027,42.0,39.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65
5043,2019-04-30,,,,,,,,,,,,,,,5.21,-0.00281133,PA,Philadelphia,Mall,0.88301413,39.16973276,16.88735252,4621945896.0,2.77504027,42.0,39.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65
5044,2019-05-31,,,,,,,,,,,,,,,5.72,-0.00281133,PA,Philadelphia,Mall,0.88301413,39.16973276,16.88735252,4621945896.0,2.77504027,42.0,39.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65
5045,2019-06-30,,,,,,,,,,,,,,,4.68,-0.00180634,PA,Philadelphia,Mall,0.88301413,39.16973276,16.88735252,4621945896.0,2.77504027,42.0,39.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65
5046,2019-07-31,,,,,,,,,,,,,,,5.01,-0.00180634,PA,Philadelphia,Mall,0.88301413,39.16973276,16.88735252,4621945896.0,2.77504027,42.0,39.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65
5047,2019-08-31,,,,,,,,,,,,,,,4.41,-0.01985308,PA,Philadelphia,Mall,0.887057,39.31918059,17.07739757,4295219751.0,2.95643278,42.0,26.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65
5048,2019-09-30,,,,,,,,,,,,,,,5.53,-0.01985308,PA,Philadelphia,Mall,0.887057,39.31918059,17.07739757,4295219751.0,2.95643278,42.0,26.0,112.69,2.01,2.62,74533.0,10.45,89.14,0.39,62.14,61348.52,156013.92,38.33,4.18,0.21,0.13,62.72,0.34,1.48,-4.65
