,period_begin,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,pending_sales,new_listings,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,price_drops,off_market_in_two_weeks,remote_work_share,asset_value_momentum,State,City,Property_Type,occupancy,age_median,airport_distance,airport_volume,railroad_distance,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth
4368,2019-01-31,,,,,,,,,,,,,,,5.86,0.06960541,IN,Indianapolis,Industrial,0.93396096,35.94073624,14.5767301,268466256.0,3.42984336,44.0,29.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4369,2019-02-28,,,,,,,,,,,,,,,5.72,0.06960541,IN,Indianapolis,Industrial,0.93799536,35.94073624,14.5767301,268466256.0,3.42984336,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4370,2019-03-31,,,,,,,,,,,,,,,4.09,0.06960541,IN,Indianapolis,Industrial,0.93799536,35.94073624,14.6145091,268466256.0,3.43575154,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4371,2019-04-30,,,,,,,,,,,,,,,4.98,0.0727871,IN,Indianapolis,Industrial,0.94478978,35.94073624,14.6145091,268466256.0,3.43575154,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4372,2019-05-31,,,,,,,,,,,,,,,4.93,0.0727871,IN,Indianapolis,Industrial,0.94478978,35.94073624,14.6145091,268466256.0,3.43575154,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4373,2019-06-30,,,,,,,,,,,,,,,5.39,0.0468571,IN,Indianapolis,Industrial,0.94517197,35.94073624,14.6145091,268466256.0,3.43575154,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4374,2019-07-31,,,,,,,,,,,,,,,4.18,0.0468571,IN,Indianapolis,Industrial,0.94517197,35.94073624,14.6145091,268466256.0,3.43575154,44.0,41.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4375,2019-08-31,,,,,,,,,,,,,,,4.3,0.07463144,IN,Indianapolis,Industrial,0.94601033,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4376,2019-09-30,,,,,,,,,,,,,,,6.45,0.07463144,IN,Indianapolis,Industrial,0.94601033,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4377,2019-10-31,,,,,,,,,,,,,,,5.73,0.08502078,IN,Indianapolis,Industrial,0.9460104,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4378,2019-11-30,,,,,,,,,,,,,,,4.66,0.08502078,IN,Indianapolis,Industrial,0.9460104,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4379,2019-12-31,,,,,,,,,,,,,,,4.33,0.08502078,IN,Indianapolis,Industrial,0.9460104,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,114.42,1.51,2.61,62502.0,14.14,85.61,0.23,64.87,58414.89,141680.01,33.16,4.32,0.84,0.88,61.96,1.07,2.67,-6.25
4380,2020-01-31,,,,,,,,,,,,,,,4.7,0.12374996,IN,Indianapolis,Industrial,0.9460104,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4381,2020-02-29,,,,,,,,,,,,,,,5.96,0.12740916,IN,Indianapolis,Industrial,0.95175706,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4382,2020-03-31,,,,,,,,,,,,,,,5.36,0.12740916,IN,Indianapolis,Industrial,0.95175706,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4383,2020-04-30,,,,,,,,,,,,,,,8.43,0.10904656,IN,Indianapolis,Industrial,0.94803641,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4384,2020-05-31,,,,,,,,,,,,,,,7.97,-0.00828018,IN,Indianapolis,Industrial,0.94803641,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4385,2020-06-30,,,,,,,,,,,,,,,8.08,-0.00828018,IN,Indianapolis,Industrial,0.94803641,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4386,2020-07-31,,,,,,,,,,,,,,,7.81,-0.00828018,IN,Indianapolis,Industrial,0.94800962,36.05858363,14.81399885,308404262.0,3.65968948,43.0,42.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4387,2020-08-31,,,,,,,,,,,,,,,9.81,0.03326505,IN,Indianapolis,Industrial,0.94800262,36.16380188,14.81399885,308404262.0,3.65968948,37.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4388,2020-09-30,,,,,,,,,,,,,,,8.69,0.09239722,IN,Indianapolis,Industrial,0.94800262,36.16380188,14.81399885,308404262.0,3.65968948,37.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
4389,2020-10-31,,,,,,,,,,,,,,,11.14,0.09239722,IN,Indianapolis,Industrial,0.94800262,36.16380188,14.81399885,308404262.0,3.65968948,37.0,43.0,115.61,1.03,2.58,64525.76,14.01,85.74,0.23,63.59,56864.3,146546.87,33.5,4.44,0.7,0.73,62.21,0.91,-1.76,123.33
