period_begin,asset_value_momentum,occupancy,rank_desirability,remote_work_share
2019-01-31,-0.00077363,0.87631995,17.0,5.73
2019-02-28,-0.00077363,0.87501413,17.0,5.24
2019-03-31,-0.00077363,0.87501413,17.0,4.92
2019-04-30,0.00029195,0.87501413,17.0,5.48
2019-05-31,0.00029195,0.87501413,17.0,5.88
2019-06-30,-0.00066166,0.87501413,17.0,5.27
2019-07-31,-0.00066166,0.87501413,17.0,4.7
2019-08-31,0.00339478,0.89105638,11.0,4.77
2019-09-30,0.00339478,0.89105638,11.0,6.13
2019-10-31,0.01906905,0.891,11.0,5.3
2019-11-30,0.01906905,0.891,11.0,5.31
2019-12-31,0.01906905,0.891,11.0,5.26
2020-01-31,0.01649583,0.8910543,11.0,4.98
2020-02-29,0.01649583,0.8884043,11.0,5.46
2020-03-31,0.01649583,0.8884043,11.0,6.18
2020-04-30,-0.00113199,0.89109622,11.0,14.92
2020-05-31,-0.16709751,0.89109622,11.0,10.95
2020-06-30,-0.16709751,0.89109622,11.0,11.87
2020-07-31,-0.16709749,0.8930695,11.0,13.01
2020-08-31,-0.16668049,0.8930695,12.0,12.29
2020-09-30,-0.18025211,0.8930695,12.0,13.06
2020-10-31,-0.18025211,0.8930695,12.0,13.63
2020-11-30,-0.18025211,0.8930695,12.0,13.02
2020-12-31,-0.18025211,0.8930695,12.0,13.34
2021-01-31,-0.15662349,0.893,12.0,13.1
2021-02-28,-0.12394303,0.88105546,6.0,13.42
2021-03-31,-0.12394303,0.88105546,6.0,14.21
2021-04-30,-0.12807803,0.88124575,6.0,13.27
2021-05-31,-0.12807803,0.88124575,6.0,13.03
2021-06-30,-0.12807803,0.88124575,6.0,13.81
2021-07-31,0.14346522,0.88109741,6.0,13.85
2021-08-31,0.15540902,0.88109741,6.0,15.95
2021-09-30,0.15540902,0.88109741,6.0,14.81
2021-10-31,0.32359178,0.88165965,6.0,16.0
2021-11-30,0.32359178,0.88165965,6.0,15.51
2021-12-31,0.32359178,0.88165965,6.0,14.1
2022-01-31,0.33826763,0.88250474,6.0,18.2
2022-02-28,0.34171627,0.87394799,6.0,18.05
2022-03-31,0.34171627,0.87394799,6.0,15.72
2022-04-30,0.41316501,0.88602914,6.0,19.28
2022-05-31,0.41316501,0.88602914,6.0,19.51
2022-06-30,0.41316501,0.88602914,6.0,20.3
2022-07-31,0.21329488,0.88511968,6.0,19.23
2022-08-31,0.12836654,0.88511968,4.0,17.06
2022-09-30,-0.00569877,0.88605529,4.0,18.18
2022-10-31,-0.00569877,0.88605529,4.0,20.95
2022-11-30,-0.08941019,0.88605529,4.0,18.6
2022-12-31,-0.08941019,0.88605529,4.0,18.02
2023-01-31,-0.0827874,0.89676906,4.0,17.65
2023-02-28,-0.07984202,0.9428703,10.0,17.93
2023-03-31,-0.07984202,0.9428703,10.0,15.8
2023-04-30,-0.13431845,0.94179339,10.0,15.73
2023-05-31,-0.13431845,0.94179339,10.0,14.71
2023-06-30,-0.13431845,0.94179339,10.0,14.98
2023-07-31,-0.04087887,0.94179339,10.0,13.75
2023-08-31,-0.04224225,0.94179332,2.0,14.35
2023-09-30,,,,
2023-10-31,,,,
2023-11-30,,,,
2023-12-31,,,,
2024-01-31,,,,
2024-02-29,,,,
2024-03-31,,,,
2024-04-30,,,,
2024-05-31,,,,
2024-06-30,,,,
2024-07-31,,,,
2024-08-31,,,,
2024-09-30,,,,
2024-10-31,,,,
2024-11-30,,,,
2024-12-31,,,,
2025-01-31,,,,
2025-02-28,,,,
2025-03-31,,,,
2025-04-30,,,,
2025-05-31,,,,
2025-06-30,,,,
2025-07-31,,,,
2025-08-31,,,,
2025-09-30,,,,
2025-10-31,,,,
2025-11-30,,,,
2025-12-31,,,,
