period_begin,asset_value_momentum,occupancy,rank_desirability,remote_work_share
2019-01-31,0.0048402,0.91631995,22.0,3.28
2019-02-28,0.0048402,0.91501413,22.0,3.37
2019-03-31,0.0048402,0.91501413,22.0,3.11
2019-04-30,0.00499816,0.91501413,22.0,3.42
2019-05-31,0.00499816,0.91501413,22.0,3.84
2019-06-30,0.00303677,0.91501413,22.0,3.22
2019-07-31,0.00303677,0.91501413,22.0,3.25
2019-08-31,0.00610668,0.91705792,33.0,3.4
2019-09-30,0.00610668,0.91705792,33.0,4.0
2019-10-31,0.02096894,0.917,33.0,3.81
2019-11-30,0.02096894,0.917,33.0,3.69
2019-12-31,0.02096894,0.917,33.0,3.84
2020-01-31,0.01716654,0.91705579,33.0,3.77
2020-02-29,0.01716654,0.91334493,33.0,4.04
2020-03-31,0.01716654,0.91334493,33.0,4.56
2020-04-30,0.01009087,0.91510421,33.0,10.69
2020-05-31,-0.17567666,0.91510421,33.0,8.86
2020-06-30,-0.17567666,0.91510421,33.0,8.17
2020-07-31,-0.17567672,0.91407106,33.0,8.5
2020-08-31,-0.17323596,0.91407106,19.0,9.5
2020-09-30,-0.20301683,0.91407106,19.0,10.5
2020-10-31,-0.20301683,0.91407106,19.0,9.97
2020-11-30,-0.20301683,0.91407106,19.0,8.97
2020-12-31,-0.20301683,0.91407106,19.0,9.64
2021-01-31,-0.1753471,0.914,19.0,9.41
2021-02-28,-0.11989039,0.88793132,22.0,10.7
2021-03-31,-0.11989039,0.88793132,22.0,9.93
2021-04-30,-0.12750825,0.88900734,22.0,8.86
2021-05-31,-0.12750825,0.88900734,22.0,9.36
2021-06-30,-0.12750825,0.88900734,22.0,8.87
2021-07-31,0.03743543,0.88785723,22.0,8.6
2021-08-31,0.06669905,0.88785723,22.0,9.47
2021-09-30,0.06669905,0.88785723,22.0,10.2
2021-10-31,0.21051736,0.88768985,22.0,10.31
2021-11-30,0.21051736,0.88768985,22.0,10.76
2021-12-31,0.21051736,0.88768985,22.0,10.47
2022-01-31,0.29342124,0.88753667,22.0,12.32
2022-02-28,0.29670348,0.87035921,21.0,11.78
2022-03-31,0.29670348,0.87035921,21.0,11.35
2022-04-30,0.36314929,0.88248641,21.0,11.26
2022-05-31,0.36314929,0.88248641,21.0,12.04
2022-06-30,0.36314929,0.88248641,21.0,12.87
2022-07-31,0.27828101,0.88161279,21.0,11.9
2022-08-31,0.18874516,0.88161279,12.0,10.59
2022-09-30,0.04272184,0.88154516,12.0,11.72
2022-10-31,0.04272184,0.88154516,12.0,13.38
2022-11-30,-0.08916142,0.88154516,12.0,11.89
2022-12-31,-0.08916142,0.88154516,12.0,11.47
2023-01-31,-0.08700938,0.89433694,12.0,11.68
2023-02-28,-0.08912815,0.93233005,13.0,11.64
2023-03-31,-0.08912815,0.93233005,13.0,10.8
2023-04-30,-0.13993169,0.933789,13.0,11.29
2023-05-31,-0.13993169,0.933789,13.0,10.37
2023-06-30,-0.13993169,0.933789,13.0,10.43
2023-07-31,-0.04946166,0.933789,13.0,10.05
2023-08-31,-0.0510319,0.93378895,14.0,10.64
2023-09-30,,,,
2023-10-31,,,,
2023-11-30,,,,
2023-12-31,,,,
2024-01-31,,,,
2024-02-29,,,,
2024-03-31,,,,
2024-04-30,,,,
2024-05-31,,,,
2024-06-30,,,,
2024-07-31,,,,
2024-08-31,,,,
2024-09-30,,,,
2024-10-31,,,,
2024-11-30,,,,
2024-12-31,,,,
2025-01-31,,,,
2025-02-28,,,,
2025-03-31,,,,
2025-04-30,,,,
2025-05-31,,,,
2025-06-30,,,,
2025-07-31,,,,
2025-08-31,,,,
2025-09-30,,,,
2025-10-31,,,,
2025-11-30,,,,
2025-12-31,,,,
