period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2019-01-31,0.82870924,36.31847189,12.90872926,1871809929.0,4.45957655,0.0613098,15.0,37.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.73,AZ,Phoenix,Office
2019-02-28,0.83852244,36.31847189,12.90872926,1871809929.0,4.45957655,0.0613098,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.24,AZ,Phoenix,Office
2019-03-31,0.83852244,36.31847189,12.98567042,1871809929.0,4.4647712,0.0613098,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,4.92,AZ,Phoenix,Office
2019-04-30,0.83852244,36.31847189,12.98567042,1871809929.0,4.4647712,0.05843086,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.48,AZ,Phoenix,Office
2019-05-31,0.83852244,36.31847189,12.98567042,1871809929.0,4.4647712,0.05843086,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.88,AZ,Phoenix,Office
2019-06-30,0.83852244,36.31847189,12.98567042,1871809929.0,4.4647712,0.05563989,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.27,AZ,Phoenix,Office
2019-07-31,0.83852244,36.31847189,12.98567042,1871809929.0,4.4647712,0.05563989,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,4.7,AZ,Phoenix,Office
2019-08-31,0.85707657,36.21901571,12.99151138,2054989426.0,4.5006838,0.04558833,11.0,22.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,4.77,AZ,Phoenix,Office
2019-09-30,0.85707657,36.21901571,12.99151138,2054989426.0,4.5006838,0.04558833,11.0,22.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,6.13,AZ,Phoenix,Office
2019-10-31,0.85684229,36.21901571,12.99151138,2054989426.0,4.5006838,0.04412706,11.0,22.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.3,AZ,Phoenix,Office
2019-11-30,0.85684229,36.21901571,12.99151138,2054989426.0,4.5006838,0.04412706,11.0,22.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.31,AZ,Phoenix,Office
2019-12-31,0.85684229,36.21901571,12.99151138,2054989426.0,4.5006838,0.04412706,11.0,22.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.26,AZ,Phoenix,Office
2020-01-31,0.85684229,36.21901571,12.99151138,2054989426.0,4.5006838,0.04292239,11.0,22.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,4.98,AZ,Phoenix,Office
2020-02-29,0.85758037,36.21901571,12.99151138,2054989426.0,4.5006838,0.04904693,11.0,22.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,5.46,AZ,Phoenix,Office
2020-03-31,0.85758037,36.21901571,12.99151138,2054989426.0,4.5006838,0.04904693,11.0,22.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,6.18,AZ,Phoenix,Office
2020-04-30,0.86480994,36.21901571,12.99151138,2054989426.0,4.5006838,0.04506683,11.0,22.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,14.92,AZ,Phoenix,Office
2020-05-31,0.86480994,36.21901571,12.99151138,2054989426.0,4.5006838,-0.05906298,11.0,22.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,10.95,AZ,Phoenix,Office
2020-06-30,0.86480994,36.21901571,12.99151138,2054989426.0,4.5006838,-0.05906298,11.0,22.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,11.87,AZ,Phoenix,Office
2020-07-31,0.8657695,36.21901571,12.99151138,2054989426.0,4.5006838,-0.04272332,11.0,22.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,13.01,AZ,Phoenix,Office
2020-08-31,0.86577131,36.42675821,12.99151138,2054989426.0,4.5006838,-0.04114091,7.0,42.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,12.29,AZ,Phoenix,Office
2020-09-30,0.86577131,36.42675821,12.99151138,2054989426.0,4.5006838,-0.04962108,7.0,42.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,13.06,AZ,Phoenix,Office
2020-10-31,0.86577131,36.42675821,12.99151138,2054989426.0,4.5006838,-0.04962108,7.0,42.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,13.63,AZ,Phoenix,Office
2020-11-30,0.86577131,36.42675821,12.99151138,2054989426.0,4.5006838,-0.04962108,7.0,42.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,13.02,AZ,Phoenix,Office
2020-12-31,0.86577131,36.42675821,12.99151138,2054989426.0,4.5006838,-0.04962108,7.0,42.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,13.34,AZ,Phoenix,Office
2021-01-31,0.866,36.42675821,12.99151138,2054989426.0,4.5006838,-0.05927064,7.0,42.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,13.1,AZ,Phoenix,Office
2021-02-28,0.84351051,36.42675821,12.99151138,2054989426.0,4.5006838,-0.01875647,6.0,24.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,13.42,AZ,Phoenix,Office
2021-03-31,0.84351051,36.42675821,12.99151138,2054989426.0,4.5006838,-0.01875647,6.0,24.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,14.21,AZ,Phoenix,Office
2021-04-30,0.842,36.42675821,12.99151138,2054989426.0,4.5006838,-0.01525191,6.0,24.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,13.27,AZ,Phoenix,Office
2021-05-31,0.842,36.42675821,12.99151138,2054989426.0,4.5006838,-0.01525191,6.0,24.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,13.03,AZ,Phoenix,Office
2021-06-30,0.842,36.42675821,12.99151138,2054989426.0,4.5006838,-0.01525191,6.0,24.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,13.81,AZ,Phoenix,Office
2021-07-31,0.843,36.42675821,12.99151138,2054989426.0,4.5006838,0.06707196,6.0,24.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,13.85,AZ,Phoenix,Office
2021-08-31,0.843,36.42675821,12.99151138,2054989426.0,4.5006838,0.06726676,6.0,24.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,15.95,AZ,Phoenix,Office
2021-09-30,0.843,36.42675821,12.99151138,2054989426.0,4.5006838,0.06726676,6.0,24.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,14.81,AZ,Phoenix,Office
2021-10-31,0.843,36.42675821,12.99151138,2054989426.0,4.5006838,0.10084298,6.0,24.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,16.0,AZ,Phoenix,Office
2021-11-30,0.843,36.42675821,12.99151138,2054989426.0,4.5006838,0.10084298,6.0,24.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,15.51,AZ,Phoenix,Office
2021-12-31,0.843,36.42675821,12.99151138,2054989426.0,4.5006838,0.10084298,6.0,24.0,129.52,5.08,2.75,75731.0,11.7,87.89,0.4,62.38,51081.88,133255.83,38.05,5.89,1.43,1.5,65.73,1.6,6.73,-37.5,14.1,AZ,Phoenix,Office
2022-01-31,0.843,36.49847793,12.99151138,2054989426.0,4.5006838,0.08756414,6.0,24.0,140.36,8.36,2.75,78246.5,11.58,88.01,0.39,62.6,51807.37,132869.85,38.19,5.9,1.23,1.3,66.01,1.39,2.83,-31.29,18.2,AZ,Phoenix,Office
