period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2019-01-31,0.90596096,39.01255516,14.11737246,2593728417.0,6.45548742,0.10126116,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.66,MA,Boston,Industrial
2019-02-28,0.91039273,39.01255516,14.11737246,2593728417.0,6.45548742,0.10126116,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.62,MA,Boston,Industrial
2019-03-31,0.91039273,39.01255516,14.08850377,2593728417.0,6.44431013,0.10126116,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.89,MA,Boston,Industrial
2019-04-30,0.90578978,39.01255516,14.08850377,2593728417.0,6.44431013,0.0938138,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.68,MA,Boston,Industrial
2019-05-31,0.90578978,39.01255516,14.08850377,2593728417.0,6.44431013,0.0938138,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.39,MA,Boston,Industrial
2019-06-30,0.90617197,39.01255516,14.08850377,2593728417.0,6.44431013,0.06012389,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.04,MA,Boston,Industrial
2019-07-31,0.90617197,39.01255516,14.08850377,2593728417.0,6.44431013,0.06012389,18.0,31.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.65,MA,Boston,Industrial
2019-08-31,0.90701019,39.17361554,16.20964768,3318501908.0,6.29553114,0.10365518,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.77,MA,Boston,Industrial
2019-09-30,0.90701019,39.17361554,16.20964768,3318501908.0,6.29553114,0.10365518,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.24,MA,Boston,Industrial
2019-10-31,0.90701026,39.17361554,16.20964768,3318501908.0,6.29553114,0.099385,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.76,MA,Boston,Industrial
2019-11-30,0.90701026,39.17361554,16.20964768,3318501908.0,6.29553114,0.099385,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,4.86,MA,Boston,Industrial
2019-12-31,0.90701026,39.17361554,16.20964768,3318501908.0,6.29553114,0.099385,17.0,33.0,118.37,1.9,2.62,94430.0,10.72,89.1,0.17,68.67,83086.77,182955.85,43.11,3.57,0.31,0.24,70.17,0.41,3.03,-9.67,5.22,MA,Boston,Industrial
2020-01-31,0.90701026,39.17361554,16.20964768,3318501908.0,6.29553114,0.12699737,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,5.27,MA,Boston,Industrial
2020-02-29,0.91227562,39.17361554,16.20964768,3318501908.0,6.29553114,0.13206502,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,5.62,MA,Boston,Industrial
2020-03-31,0.91227562,39.17361554,16.20964768,3318501908.0,6.29553114,0.13206502,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,6.52,MA,Boston,Industrial
2020-04-30,0.91504358,39.17361554,16.20964768,3318501908.0,6.29553114,0.17697253,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,10.99,MA,Boston,Industrial
2020-05-31,0.91504358,39.17361554,16.20964768,3318501908.0,6.29553114,0.05522615,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,11.06,MA,Boston,Industrial
2020-06-30,0.91504358,39.17361554,16.20964768,3318501908.0,6.29553114,0.05522615,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,12.15,MA,Boston,Industrial
2020-07-31,0.91400939,39.17361554,16.20964768,3318501908.0,6.29553114,0.05522615,17.0,33.0,119.71,1.13,2.59,97779.31,10.61,89.21,0.17,67.22,81046.63,194974.27,43.42,3.61,-0.0,-0.07,70.48,0.07,-2.38,221.42,12.46,MA,Boston,Industrial
