,period_begin,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,pending_sales,new_listings,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,price_drops,off_market_in_two_weeks,remote_work_share,asset_value_momentum,State,City,Property_Type,occupancy,age_median,airport_distance,airport_volume,railroad_distance,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth
336,2019-01-31,219325.0,200998.75,115.70058519779442,114.83642824637,1.25,1.3333333333333333,3.5,11.0,8.0,49.25,0.9679617139480388,0.375,1.0,0.3333333333333333,0.15,0.0,AR,Fayetteville,Townhouse,,,,,,,,,,,,,,,,,,,,,,,,,
337,2019-02-28,168689.0,193491.5,101.54833275328834,108.55940676791572,1.8,1.6666666666666667,1.3333333333333333,10.25,7.825,36.8,1.0101825441905914,0.3,,0.0,0.5,-0.1223178985682076,AR,Fayetteville,Townhouse,,,,,,,,,,,,,,,,,,,,,,,,,
338,2019-03-31,153333.33333333334,246050.0,107.02495331559238,120.09619923327776,2.0,2.0,2.5,8.333333333333334,2.6,91.33333333333331,0.9564925833710132,0.0,1.0,0.0,1.3,0.0539311716284844,AR,Fayetteville,Townhouse,,,,,,,,,,,,,,,,,,,,,,,,,
339,2019-04-30,142900.0,180050.0,85.5794979259576,105.8250452632942,3.0,3.0,6.333333333333333,21.33333333333333,6.433333333333334,115.66666666666669,0.9752152934697887,0.0,,0.0,1.73,-0.2003780868410845,AR,Fayetteville,Townhouse,,,,,,,,,,,,,,,,,,,,,,,,,
340,2019-05-31,144800.0,169858.33333333334,105.6639899163108,105.03505808148223,5.333333333333333,4.333333333333333,4.333333333333333,19.666666666666668,3.366666666666667,125.0,0.9773606924094644,0.1333333333333333,0.3333333333333333,0.3999999999999999,1.67,0.2346881259776736,AR,Fayetteville,Townhouse,,,,,,,,,,,,,,,,,,,,,,,,,
341,2019-06-30,148250.0,180208.25,100.9512252572252,105.84388330156293,4.5,3.25,12.0,17.5,3.45,54.75,0.96806764980075,0.1,,0.0,0.87,-0.0446014263025488,AR,Fayetteville,Townhouse,,,,,,,,,,,,,,,,,,,,,,,,,
342,2019-07-31,146466.66666666666,187400.0,109.48110512363904,107.9473424575186,8.0,5.0,5.0,27.0,2.45,72.0,0.9663277656422918,0.1212121212121212,,0.0,0.29,0.0844950603093679,AR,Fayetteville,Townhouse,,,,,,,,,,,,,,,,,,,,,,,,,
343,2019-08-31,187250.0,196791.66666666663,102.10114038691336,110.89849183153798,6.333333333333333,4.0,9.666666666666666,23.666666666666668,4.133333333333334,68.0,0.9732483648733216,0.0303030303030303,0.2857142857142857,0.0,0.51,-0.0674085699846686,AR,Fayetteville,Townhouse,,,,,,,,,,,,,,,,,,,,,,,,,
344,2019-09-30,136150.0,274225.0,86.71478133929655,97.61366345722098,4.333333333333333,1.6666666666666667,8.0,23.666666666666668,7.333333333333333,65.66666666666667,0.9718121040412946,0.1666666666666666,0.2999999999999999,0.3333333333333333,1.41,-0.1506972301123184,AR,Fayetteville,Townhouse,,,,,,,,,,,,,,,,,,,,,,,,,
345,2019-10-31,293333.3333333333,201666.66666666663,155.7755994612534,108.58349498776154,5.666666666666667,2.6666666666666665,5.0,22.666666666666668,3.8333333333333335,100.0,0.9861382186928846,0.0606060606060606,,0.1111111111111111,2.08,0.7964134494180006,AR,Fayetteville,Townhouse,,,,,,,,,,,,,,,,,,,,,,,,,
