,period_begin,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,pending_sales,new_listings,inventory,months_of_supply,median_dom,avg_sale_to_list,sold_above_list,price_drops,off_market_in_two_weeks,remote_work_share,asset_value_momentum,State,City,Property_Type,occupancy,age_median,airport_distance,airport_volume,railroad_distance,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth
168,2019-01-31,374000.0,219195.0,87.22014925373135,125.0,1.0,1.0,6.0,14.0,14.0,35.0,0.9973333333333332,0.0,,0.0,0.15,0.0,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
169,2019-02-28,129312.5,175487.25,64.59427272984146,102.82183899470604,4.0,2.5,3.5,8.0,1.65,97.5,0.941195730996668,0.25,,0.3333333333333333,0.5,-0.2594111190760423,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
170,2019-03-31,175000.0,232200.0,87.32534930139721,126.54424070838218,3.0,2.0,3.0,14.0,4.7,46.0,0.9671291235740912,0.0,,0.0,1.3,0.3519054493674076,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
171,2019-04-30,213700.0,239500.0,86.06283422459893,128.66034613678772,3.0,5.0,5.0,7.5,1.9,25.0,0.992785992196635,0.1,,0.0,1.73,-0.0144576012223072,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
172,2019-05-31,224900.0,231500.0,82.85714285714286,125.98828125,3.0,1.0,3.0,14.0,4.7,100.0,0.9895833333333331,0.0,,0.0,1.67,-0.0372482662968098,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
173,2019-06-30,228416.66666666663,180208.25,79.85610940114793,105.84388330156293,3.0,2.0,5.0,7.333333333333333,1.8666666666666665,93.33333333333331,0.9418617011905842,0.0,,0.0,0.87,-0.0362193692964905,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
174,2019-07-31,197000.0,234900.0,89.54545454545455,130.00755093510242,11.0,10.0,6.0,13.0,1.2,34.0,0.9890930489548788,0.4545454545454545,,0.1,0.29,0.1213350514690529,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
175,2019-08-31,220000.0,178987.5,99.87499740354664,105.92461047703878,4.333333333333333,4.0,3.5,5.333333333333333,1.3333333333333333,73.0,0.9464634572427086,0.2222222222222222,,0.1666666666666666,0.51,0.1153553009533128,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
176,2019-09-30,174666.66666666666,257150.0,103.73134328358208,106.76183718456576,2.333333333333333,2.0,3.0,8.5,4.1,99.33333333333331,1.0086378315331388,0.3999999999999999,,0.5,1.41,0.0386117244584627,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
177,2019-10-31,177233.33333333334,177000.0,72.9750233426704,105.42032037325366,4.333333333333333,5.0,6.5,9.0,2.3,60.0,0.98136779991797,0.3333333333333333,,0.2222222222222222,2.08,-0.2964997749699399,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
178,2019-11-30,144875.0,181950.75,64.05790903752123,107.31265190044805,4.5,3.5,3.0,7.5,2.3,66.5,1.0061101487013038,0.6428571428571428,,0.0833333333333333,2.66,-0.1221940589628438,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
179,2019-12-31,188250.0,173075.0,105.6670389586426,107.23909962536597,5.0,5.0,5.0,7.5,1.7,45.0,0.9503367346938776,0.0714285714285714,,0.2857142857142857,2.53,0.6495549190771943,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
180,2020-01-31,177300.0,265730.0,48.795130409713735,133.0888178913738,3.5,2.5,8.0,8.0,3.85,76.5,0.7980740341281152,0.0,,0.375,2.92,-0.5382180584353099,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
181,2020-02-29,219250.0,182500.0,57.29005216805871,109.97382682243004,3.5,2.0,3.5,8.0,2.95,155.0,0.9421748602429928,0.25,,0.0,3.24,0.1740936377670561,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
182,2020-03-31,123750.0,184200.0,144.80037381236696,111.48364917361631,2.0,1.5,2.5,8.5,5.5,49.5,0.9739726392703808,0.0,,0.25,4.22,1.5274959322361803,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
183,2020-04-30,192875.0,186250.0,62.10670552709952,111.2803954653509,2.0,2.0,2.0,8.5,4.25,68.0,0.9507195507195508,0.0,,0.25,4.39,-0.5710873950672413,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
184,2020-05-31,308421.0,204900.0,131.61725255939655,113.2867854079874,3.5,2.0,4.0,9.0,2.6,81.0,0.9841082237657028,0.2916666666666666,,0.0,3.72,1.1192116284765246,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
185,2020-06-30,159666.66666666666,235016.75,82.95524276519347,131.11997104046543,1.6666666666666667,1.3333333333333333,4.0,10.5,5.25,67.5,0.9742452810572596,0.1666666666666666,,0.3333333333333333,3.34,-0.3697236406924903,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
186,2020-07-31,195633.3333333333,222650.0,90.774657868849,118.21414221340648,2.0,2.5,2.333333333333333,7.333333333333333,3.8333333333333335,33.666666666666664,0.9950989419298596,0.3333333333333333,1.0,0.0,3.35,0.0942606499963907,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
187,2020-08-31,267333.3333333333,214500.0,110.01285273275376,115.08256508518826,3.6666666666666665,6.0,4.0,10.0,2.95,60.0,0.9577631794440912,0.375,,0.3333333333333333,4.55,0.2119335430787308,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
188,2020-09-30,279262.5,240000.0,82.01572827367319,136.97001034126163,2.0,2.0,5.0,14.0,7.0,48.0,0.9299776175115464,0.0,,0.0,5.39,-0.2544895779322434,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
189,2020-10-31,279250.0,187475.0,154.86653645833334,115.8021222971563,3.5,2.5,3.5,12.5,4.45,109.0,0.9478928288093614,0.25,,0.0,7.21,0.8882541156199799,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
190,2020-11-30,209083.3333333333,233733.3333333333,70.73093184316892,119.38588520252944,3.0,2.333333333333333,3.0,12.0,3.05,41.66666666666666,0.9658901856037426,0.4166666666666667,,0.4444444444444444,7.76,-0.5432781447772677,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
191,2020-12-31,234500.0,209075.0,107.20351956610486,121.57360959651037,5.0,3.0,3.0,10.0,2.55,74.0,0.9874451385083004,0.238095238095238,,0.125,8.06,0.515652583282888,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
192,2021-01-31,319850.0,264266.6666666667,127.56765996192767,128.02135174368112,3.333333333333333,2.0,3.6666666666666665,11.5,8.6,36.0,0.9819547004292168,0.2222222222222222,,0.8333333333333334,7.21,0.1899577595795787,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
193,2021-02-28,191044.25,227411.16666666663,121.2611346633963,123.85719825934008,2.0,1.5,3.333333333333333,9.333333333333334,5.866666666666667,81.25,0.9491456123619552,0.05,,0.0,7.67,-0.0494367091190161,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
194,2021-03-31,283875.0,207175.0,105.433720687035,125.91575094639964,2.5,1.5,3.5,14.0,5.75,87.0,0.995356817224528,0.25,,0.0,7.6,-0.1305233867413162,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
195,2021-04-30,226050.0,224500.0,125.52022414326603,129.2578125,5.5,4.5,7.0,15.5,3.15,29.0,0.9901705128598812,0.2678571428571428,,0.1666666666666666,7.22,0.190513085617598,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
196,2021-05-31,278500.0,277712.5,105.55386872375612,130.51970096848638,2.75,4.5,2.25,7.5,3.275,50.0,0.987342676864728,0.4107142857142857,,0.0714285714285714,6.84,-0.1590688317822054,AR,Fayetteville,Multi-Family (2-4 Unit),,,,,,,,,,,,,,,,,,,,,,,,,
