period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2019-01-31,0.92996096,34.92532774,8.60179855,157298100.0,1.59054619,0.07473195,34.0,15.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.68,OH,Columbus,Industrial
2019-02-28,0.93038783,34.92532774,8.60179855,157298100.0,1.59054619,0.07473195,34.0,21.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.45,OH,Columbus,Industrial
2019-03-31,0.93038783,34.92532774,8.57952732,157298100.0,1.58457215,0.07473195,34.0,21.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,2.92,OH,Columbus,Industrial
2019-04-30,0.93978978,34.92532774,8.57952732,157298100.0,1.58457215,0.07884362,34.0,21.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,2.69,OH,Columbus,Industrial
2019-05-31,0.93978978,34.92532774,8.57952732,157298100.0,1.58457215,0.07884362,34.0,21.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.43,OH,Columbus,Industrial
2019-06-30,0.94017197,34.92532774,8.57952732,157298100.0,1.58457215,0.05044551,34.0,21.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.29,OH,Columbus,Industrial
2019-07-31,0.94017197,34.92532774,8.57952732,157298100.0,1.58457215,0.05044551,34.0,21.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,2.66,OH,Columbus,Industrial
2019-08-31,0.94101023,34.95134351,9.01409677,180788930.0,1.83856551,0.07763553,38.0,10.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.13,OH,Columbus,Industrial
2019-09-30,0.94101023,34.95134351,9.01409677,180788930.0,1.83856551,0.07763553,38.0,10.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.87,OH,Columbus,Industrial
2019-10-31,0.9410103,34.95134351,9.01409677,180788930.0,1.83856551,0.07469025,38.0,10.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.79,OH,Columbus,Industrial
