period_begin,asset_value_momentum,occupancy,rank_desirability,remote_work_share
2019-01-31,0.06570048,0.95196096,29.0,4.9
2019-02-28,0.09148356,0.95536523,29.0,5.33
2019-03-31,0.09148356,0.95536523,29.0,4.19
2019-04-30,0.08378933,0.95278978,29.0,4.11
2019-05-31,0.08378933,0.95278978,29.0,4.67
2019-06-30,0.05938213,0.95317197,29.0,4.15
2019-07-31,0.05938213,0.95317197,29.0,2.92
2019-08-31,0.06342676,0.95401051,18.0,3.34
2019-09-30,0.06342676,0.95401051,18.0,4.05
2019-10-31,0.06717439,0.95401058,18.0,4.18
2019-11-30,0.06717439,0.95401058,18.0,4.23
2019-12-31,0.06717439,0.95401058,18.0,4.33
2020-01-31,0.0821505,0.95401058,18.0,4.63
2020-02-29,0.08217701,0.96053086,18.0,4.82
2020-03-31,0.08217701,0.96053086,18.0,5.05
2020-04-30,0.06983063,0.95300568,18.0,9.18
2020-05-31,-0.01135142,0.95300568,18.0,9.27
2020-06-30,-0.01135142,0.95300568,18.0,8.94
2020-07-31,-0.01135142,0.95000969,18.0,9.44
2020-08-31,0.00649526,0.95000265,19.0,9.78
2020-09-30,0.08011261,0.95000265,19.0,10.01
2020-10-31,0.08011261,0.95000265,19.0,10.0
2020-11-30,0.08011261,0.95000265,19.0,11.17
2020-12-31,0.08011261,0.95000265,19.0,10.63
2021-01-31,0.10521384,0.95,19.0,10.59
2021-02-28,0.12829431,0.95480032,15.0,13.39
2021-03-31,0.12829431,0.95480032,15.0,14.24
2021-04-30,0.11799219,0.953,15.0,13.68
2021-05-31,0.11799219,0.953,15.0,13.57
2021-06-30,0.11799219,0.953,15.0,12.33
2021-07-31,0.3607726,0.953,15.0,12.96
2021-08-31,0.30985776,0.953,15.0,14.92
2021-09-30,0.30985776,0.953,15.0,14.44
2021-10-31,0.48384808,0.953,15.0,14.37
2021-11-30,0.48384808,0.953,15.0,14.93
2021-12-31,0.48384808,0.953,15.0,13.1
2022-01-31,0.50843851,0.953,14.0,13.88
2022-02-28,0.51975423,0.97554638,15.0,15.2
2022-03-31,0.51975423,0.97554638,15.0,15.49
2022-04-30,0.36771769,0.981,15.0,14.92
2022-05-31,0.36771769,0.981,15.0,15.22
2022-06-30,0.36771769,0.981,15.0,15.15
2022-07-31,0.20389102,0.981,15.0,14.15
2022-08-31,0.12293528,0.981,20.0,14.51
2022-09-30,-0.09575418,0.981,20.0,14.61
2022-10-31,-0.09575418,0.981,20.0,14.77
2022-11-30,-0.24727723,0.981,20.0,13.64
2022-12-31,-0.24727723,0.981,20.0,13.4
2023-01-31,-0.22764393,0.981,20.0,12.36
2023-02-28,-0.21581173,0.97582144,35.0,15.49
2023-03-31,-0.21581173,0.97582144,35.0,12.82
2023-04-30,-0.22715779,0.97685,35.0,13.2
2023-05-31,-0.22715779,0.97685,35.0,12.76
2023-06-30,-0.12524757,0.97685,35.0,12.27
2023-07-31,-0.09819337,0.97685,35.0,13.61
2023-08-31,-0.00106109,0.97685,20.0,13.75
2023-09-30,,,,
2023-10-31,,,,
2023-11-30,,,,
2023-12-31,,,,
2024-01-31,,,,
2024-02-29,,,,
2024-03-31,,,,
2024-04-30,,,,
2024-05-31,,,,
2024-06-30,,,,
2024-07-31,,,,
2024-08-31,,,,
2024-09-30,,,,
2024-10-31,,,,
2024-11-30,,,,
2024-12-31,,,,
2025-01-31,,,,
2025-02-28,,,,
2025-03-31,,,,
2025-04-30,,,,
2025-05-31,,,,
2025-06-30,,,,
2025-07-31,,,,
2025-08-31,,,,
2025-09-30,,,,
2025-10-31,,,,
2025-11-30,,,,
2025-12-31,,,,
