period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2019-01-31,0.85109592,41.18455377,14.80766223,352814452.0,1.54670347,0.01313544,51.0,18.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,4.16,OH,Cleveland,Office
2019-02-28,0.85,41.18455377,14.80766223,352814452.0,1.54670347,0.01313544,51.0,24.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,4.49,OH,Cleveland,Office
2019-03-31,0.85,41.18455377,14.80339219,352814452.0,1.54630961,0.01313544,51.0,24.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,3.41,OH,Cleveland,Office
2019-04-30,0.85,41.18455377,14.80339219,352814452.0,1.54630961,0.01348143,51.0,24.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,3.66,OH,Cleveland,Office
2019-05-31,0.85,41.18455377,14.80339219,352814452.0,1.54630961,0.01348143,51.0,24.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,4.06,OH,Cleveland,Office
2019-06-30,0.85,41.18455377,14.80339219,352814452.0,1.54630961,0.01448804,51.0,24.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,3.77,OH,Cleveland,Office
2019-07-31,0.85,41.18455377,14.80339219,352814452.0,1.54630961,0.01448804,51.0,24.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,3.27,OH,Cleveland,Office
2019-08-31,0.8890802,41.22243431,15.00329699,333269009.0,1.75011042,0.03012909,45.0,11.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,3.23,OH,Cleveland,Office
2019-09-30,0.8890802,41.22243431,15.00329699,333269009.0,1.75011042,0.03012909,45.0,11.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,3.88,OH,Cleveland,Office
2019-10-31,0.88883715,41.22243431,15.00329699,333269009.0,1.75011042,0.03591575,45.0,11.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,4.1,OH,Cleveland,Office
2019-11-30,0.88883715,41.22243431,15.00329699,333269009.0,1.75011042,0.03591575,45.0,11.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,3.48,OH,Cleveland,Office
2019-12-31,0.88883715,41.22243431,15.00329699,333269009.0,1.75011042,0.03591575,45.0,11.0,115.68,1.33,2.56,41541.0,19.56,79.4,1.02,47.36,33698.83,114595.36,19.55,2.05,-1.21,-1.98,44.77,-1.41,-1.05,4.08,3.32,OH,Cleveland,Office
2020-01-31,0.88883715,41.22243431,15.00329699,333269009.0,1.75011042,0.03182977,45.0,11.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,3.42,OH,Cleveland,Office
2020-02-29,0.89484002,41.22243431,15.00329699,333269009.0,1.75011042,0.01659893,45.0,11.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,3.82,OH,Cleveland,Office
2020-03-31,0.89484002,41.22243431,15.00329699,333269009.0,1.75011042,0.01659893,45.0,11.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,4.67,OH,Cleveland,Office
2020-04-30,0.89381659,41.22243431,15.00329699,333269009.0,1.75011042,0.0117552,45.0,11.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,7.64,OH,Cleveland,Office
2020-05-31,0.89381659,41.22243431,15.00329699,333269009.0,1.75011042,-0.06018814,45.0,11.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,6.97,OH,Cleveland,Office
2020-06-30,0.89381659,41.22243431,15.00329699,333269009.0,1.75011042,-0.06018814,45.0,11.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,7.29,OH,Cleveland,Office
2020-07-31,0.89676027,41.22243431,15.00329699,333269009.0,1.75011042,-0.04537522,45.0,11.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,7.24,OH,Cleveland,Office
2020-08-31,0.89676221,41.30324118,15.00329699,333269009.0,1.75011042,-0.04565314,49.0,20.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,7.95,OH,Cleveland,Office
2020-09-30,0.89676221,41.30324118,15.00329699,333269009.0,1.75011042,-0.04141164,49.0,20.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,7.77,OH,Cleveland,Office
2020-10-31,0.89676221,41.30324118,15.00329699,333269009.0,1.75011042,-0.04141164,49.0,20.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,9.35,OH,Cleveland,Office
2020-11-30,0.89676221,41.30324118,15.00329699,333269009.0,1.75011042,-0.04141164,49.0,20.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,8.74,OH,Cleveland,Office
2020-12-31,0.89676221,41.30324118,15.00329699,333269009.0,1.75011042,-0.04141164,49.0,20.0,116.86,1.02,2.54,41598.64,19.37,79.6,1.01,47.82,33140.39,114939.92,19.79,2.02,-1.77,-2.48,44.86,-1.95,-3.58,50.98,9.2,OH,Cleveland,Office
2021-01-31,0.897,41.30324118,15.00329699,333269009.0,1.75011042,-0.04363537,49.0,20.0,122.31,4.66,2.83,46826.0,19.2,79.78,1.01,46.04,34551.57,122524.23,19.95,1.98,-0.77,-1.43,44.93,-0.94,3.27,-20.77,8.32,OH,Cleveland,Office
2021-02-28,0.88300239,41.30324118,15.00329699,333269009.0,1.75011042,-0.01845518,41.0,12.0,122.31,4.66,2.83,46826.0,19.2,79.78,1.01,46.04,34551.57,122524.23,19.95,1.98,-0.77,-1.43,44.93,-0.94,3.27,-20.77,9.71,OH,Cleveland,Office
2021-03-31,0.88300239,41.30324118,15.00329699,333269009.0,1.75011042,-0.01845518,41.0,12.0,122.31,4.66,2.83,46826.0,19.2,79.78,1.01,46.04,34551.57,122524.23,19.95,1.98,-0.77,-1.43,44.93,-0.94,3.27,-20.77,9.56,OH,Cleveland,Office
2021-04-30,0.889,41.30324118,15.00329699,333269009.0,1.75011042,0.00314929,41.0,12.0,122.31,4.66,2.83,46826.0,19.2,79.78,1.01,46.04,34551.57,122524.23,19.95,1.98,-0.77,-1.43,44.93,-0.94,3.27,-20.77,8.79,OH,Cleveland,Office
2021-05-31,0.889,41.30324118,15.00329699,333269009.0,1.75011042,0.00314929,41.0,12.0,122.31,4.66,2.83,46826.0,19.2,79.78,1.01,46.04,34551.57,122524.23,19.95,1.98,-0.77,-1.43,44.93,-0.94,3.27,-20.77,8.2,OH,Cleveland,Office
2021-06-30,0.889,41.30324118,15.00329699,333269009.0,1.75011042,0.00314929,41.0,12.0,122.31,4.66,2.83,46826.0,19.2,79.78,1.01,46.04,34551.57,122524.23,19.95,1.98,-0.77,-1.43,44.93,-0.94,3.27,-20.77,8.16,OH,Cleveland,Office
2021-07-31,0.889,41.30324118,15.00329699,333269009.0,1.75011042,0.04398531,41.0,12.0,122.31,4.66,2.83,46826.0,19.2,79.78,1.01,46.04,34551.57,122524.23,19.95,1.98,-0.77,-1.43,44.93,-0.94,3.27,-20.77,9.19,OH,Cleveland,Office
2021-08-31,0.889,41.30324118,15.00329699,333269009.0,1.75011042,0.0277164,41.0,12.0,122.31,4.66,2.83,46826.0,19.2,79.78,1.01,46.04,34551.57,122524.23,19.95,1.98,-0.77,-1.43,44.93,-0.94,3.27,-20.77,9.85,OH,Cleveland,Office
2021-09-30,0.889,41.30324118,15.00329699,333269009.0,1.75011042,0.0277164,41.0,12.0,122.31,4.66,2.83,46826.0,19.2,79.78,1.01,46.04,34551.57,122524.23,19.95,1.98,-0.77,-1.43,44.93,-0.94,3.27,-20.77,9.73,OH,Cleveland,Office
