occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,period_begin,remote_work_share
0.91359592,36.18069222,9.00257426,172868553.0,1.28765588,0.05668446,36.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-01-31,4.95
0.91270924,36.18069222,9.00257426,172868553.0,1.28765588,0.05668446,36.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-02-28,5.12
0.91270924,36.18069222,8.970337,172868553.0,1.27897023,0.05668446,36.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-03-31,4.27
0.91270924,36.18069222,8.970337,172868553.0,1.27897023,0.05483254,36.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-04-30,4.43
0.91270924,36.18069222,8.970337,172868553.0,1.27897023,0.05483254,36.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-05-31,4.67
0.91270924,36.18069222,8.970337,172868553.0,1.27897023,0.05250829,36.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-06-30,4.83
0.91270924,36.18069222,8.970337,172868553.0,1.27897023,0.05250829,36.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-07-31,4.21
0.90007903,36.17833535,9.60834327,262305298.0,1.82736092,0.04883038,25.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-08-31,4.62
0.90007903,36.17833535,9.60834327,262305298.0,1.82736092,0.04883038,25.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-09-30,5.23
0.89983638,36.17833535,9.60834327,262305298.0,1.82736092,0.04750568,25.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-10-31,5.1
0.89983638,36.17833535,9.60834327,262305298.0,1.82736092,0.04750568,25.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-11-30,4.89
0.89983638,36.17833535,9.60834327,262305298.0,1.82736092,0.04750568,25.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-12-31,5.08
0.89983638,36.17833535,9.60834327,262305298.0,1.82736092,0.03744348,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-01-31,5.09
0.88893318,36.17833535,9.60834327,262305298.0,1.82736092,0.04064273,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-02-29,5.71
0.88893318,36.17833535,9.60834327,262305298.0,1.82736092,0.04064273,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-03-31,6.32
0.89081543,36.17833535,9.60834327,262305298.0,1.82736092,0.03715546,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-04-30,9.87
0.89081543,36.17833535,9.60834327,262305298.0,1.82736092,-0.07497956,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-05-31,8.95
0.89081543,36.17833535,9.60834327,262305298.0,1.82736092,-0.07497956,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-06-30,8.88
0.89076281,36.17833535,9.60834327,262305298.0,1.82736092,-0.0721979,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-07-31,8.66
0.89076465,36.47046622,9.60834327,262305298.0,1.82736092,-0.07247134,6.0,9.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-08-31,10.75
0.89076465,36.47046622,9.60834327,262305298.0,1.82736092,-0.09356686,6.0,9.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-09-30,11.93
0.89076465,36.47046622,9.60834327,262305298.0,1.82736092,-0.09356686,6.0,9.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-10-31,11.16
0.89076465,36.47046622,9.60834327,262305298.0,1.82736092,-0.09356686,6.0,9.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-11-30,10.2
0.89076465,36.47046622,9.60834327,262305298.0,1.82736092,-0.09356686,6.0,9.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-12-31,10.93
