period_begin,asset_value_momentum,occupancy,rank_desirability,remote_work_share
2019-01-31,0.00090815,0.93431995,12.0,3.94
2019-02-28,0.00090815,0.93301413,12.0,3.76
2019-03-31,0.00090815,0.93301413,12.0,3.52
2019-04-30,0.00233385,0.93301413,12.0,3.64
2019-05-31,0.00233385,0.93301413,12.0,3.84
2019-06-30,0.00232827,0.93301413,12.0,3.67
2019-07-31,0.00232827,0.93301413,12.0,3.57
2019-08-31,0.00429318,0.94205973,16.0,3.41
2019-09-30,0.00429318,0.94205973,16.0,4.44
2019-10-31,0.01305272,0.942,16.0,4.3
2019-11-30,0.01305272,0.942,16.0,4.47
2019-12-31,0.01305272,0.942,16.0,4.22
2020-01-31,0.01904489,0.94205753,16.0,4.32
2020-02-29,0.01904489,0.93639199,16.0,4.38
2020-03-31,0.01904489,0.93639199,16.0,5.11
2020-04-30,0.01227923,0.93710381,16.0,9.8
2020-05-31,-0.14049334,0.93710381,16.0,9.68
2020-06-30,-0.14049334,0.93710381,16.0,11.45
2020-07-31,-0.14049333,0.9370733,16.0,10.35
2020-08-31,-0.14021124,0.9370733,15.0,10.17
2020-09-30,-0.16816524,0.9370733,15.0,11.5
2020-10-31,-0.16816524,0.9370733,15.0,12.53
2020-11-30,-0.16816524,0.9370733,15.0,12.34
2020-12-31,-0.16816524,0.9370733,15.0,12.98
2021-01-31,-0.14023617,0.937,15.0,12.62
2021-02-28,-0.11170738,0.92026225,23.0,13.9
2021-03-31,-0.11170738,0.92026225,23.0,14.02
2021-04-30,-0.1186973,0.9186098,23.0,13.13
2021-05-31,-0.1186973,0.9186098,23.0,12.75
2021-06-30,-0.1186973,0.9186098,23.0,12.34
2021-07-31,0.08660845,0.91845083,23.0,11.6
2021-08-31,0.07073708,0.91845083,23.0,13.06
2021-09-30,0.07073708,0.91845083,23.0,12.76
2021-10-31,0.21056812,0.91824975,23.0,13.68
2021-11-30,0.21056812,0.91824975,23.0,14.28
2021-12-31,0.21056812,0.91824975,23.0,13.35
2022-01-31,0.23113006,0.91709825,23.0,14.75
2022-02-28,0.23419844,0.89573882,22.0,14.03
2022-03-31,0.23419844,0.89573882,22.0,15.08
2022-04-30,0.29397209,0.90502835,22.0,16.16
2022-05-31,0.29397209,0.90502835,22.0,14.21
2022-06-30,0.29397209,0.90502835,22.0,14.34
2022-07-31,0.20478162,0.90511063,22.0,13.75
2022-08-31,0.12001763,0.90511063,27.0,12.83
2022-09-30,-0.01057497,0.90503652,27.0,13.53
2022-10-31,-0.01057497,0.90503652,27.0,15.52
2022-11-30,-0.09324872,0.90503652,27.0,13.76
2022-12-31,-0.09324872,0.90503652,27.0,13.29
2023-01-31,-0.09140936,0.91729716,27.0,13.63
2023-02-28,-0.0940036,0.92480973,26.0,14.52
2023-03-31,-0.0940036,0.92480973,26.0,14.06
2023-04-30,-0.14467253,0.92678704,26.0,13.58
2023-05-31,-0.14467253,0.92678704,26.0,13.28
2023-06-30,-0.14467253,0.92678704,26.0,11.89
2023-07-31,-0.060272,0.92678704,26.0,11.6
2023-08-31,-0.06238425,0.92678701,37.0,12.29
2023-09-30,,,,
2023-10-31,,,,
2023-11-30,,,,
2023-12-31,,,,
2024-01-31,,,,
2024-02-29,,,,
2024-03-31,,,,
2024-04-30,,,,
2024-05-31,,,,
2024-06-30,,,,
2024-07-31,,,,
2024-08-31,,,,
2024-09-30,,,,
2024-10-31,,,,
2024-11-30,,,,
2024-12-31,,,,
2025-01-31,,,,
2025-02-28,,,,
2025-03-31,,,,
2025-04-30,,,,
2025-05-31,,,,
2025-06-30,,,,
2025-07-31,,,,
2025-08-31,,,,
2025-09-30,,,,
2025-10-31,,,,
2025-11-30,,,,
2025-12-31,,,,
