period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2019-01-31,0.92870924,39.87272616,10.32129569,974018394.0,5.19905814,0.07756636,6.0,39.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,5.3,CA,San Francisco,Office
2019-02-28,0.925,39.87272616,10.32129569,974018394.0,5.19905814,0.07756636,6.0,37.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,5.79,CA,San Francisco,Office
2019-03-31,0.925,39.87272616,10.35353466,974018394.0,5.25253122,0.07756636,6.0,37.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,5.83,CA,San Francisco,Office
2019-04-30,0.925,39.87272616,10.35353466,974018394.0,5.25253122,0.07611387,6.0,37.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,6.32,CA,San Francisco,Office
2019-05-31,0.925,39.87272616,10.35353466,974018394.0,5.25253122,0.07611387,6.0,37.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,5.72,CA,San Francisco,Office
2019-06-30,0.925,39.87272616,10.35353466,974018394.0,5.25253122,0.07494761,6.0,37.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,5.97,CA,San Francisco,Office
2019-07-31,0.925,39.87272616,10.35353466,974018394.0,5.25253122,0.07494761,6.0,37.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,5.3,CA,San Francisco,Office
2019-08-31,0.94708313,39.9212003,10.44892243,1620416722.0,5.38928595,0.08954909,8.0,31.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,6.19,CA,San Francisco,Office
2019-09-30,0.94708313,39.9212003,10.44892243,1620416722.0,5.38928595,0.08954909,8.0,31.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,6.18,CA,San Francisco,Office
2019-10-31,0.9468333,39.9212003,10.44892243,1620416722.0,5.38928595,0.10087376,8.0,31.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,6.18,CA,San Francisco,Office
2019-11-30,0.9468333,39.9212003,10.44892243,1620416722.0,5.38928595,0.10087376,8.0,31.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,6.23,CA,San Francisco,Office
2019-12-31,0.9468333,39.9212003,10.44892243,1620416722.0,5.38928595,0.10087376,8.0,31.0,129.68,3.31,2.74,114696.0,11.25,88.6,0.13,64.68,105911.68,247501.9,41.12,3.96,-0.07,-0.14,73.88,0.05,4.38,-3.57,5.61,CA,San Francisco,Office
2020-01-31,0.9468333,39.9212003,10.44892243,1620416722.0,5.38928595,0.09611021,8.0,31.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,6.0,CA,San Francisco,Office
2020-02-29,0.9531846,39.9212003,10.44892243,1620416722.0,5.38928595,0.1020306,8.0,31.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,6.06,CA,San Francisco,Office
2020-03-31,0.9531846,39.9212003,10.44892243,1620416722.0,5.38928595,0.1020306,8.0,31.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,6.98,CA,San Francisco,Office
2020-04-30,0.947809,39.9212003,10.44892243,1620416722.0,5.38928595,0.09264787,8.0,31.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,10.8,CA,San Francisco,Office
2020-05-31,0.947809,39.9212003,10.44892243,1620416722.0,5.38928595,-0.04551883,8.0,31.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,11.67,CA,San Francisco,Office
2020-06-30,0.947809,39.9212003,10.44892243,1620416722.0,5.38928595,-0.04551883,8.0,31.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,13.19,CA,San Francisco,Office
2020-07-31,0.94775365,39.9212003,10.44892243,1620416722.0,5.38928595,-0.02432463,8.0,31.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,14.43,CA,San Francisco,Office
2020-08-31,0.94775568,39.95689516,10.44892243,1620416722.0,5.38928595,-0.02656551,4.0,36.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,15.62,CA,San Francisco,Office
2020-09-30,0.94775568,39.95689516,10.44892243,1620416722.0,5.38928595,-0.05215114,4.0,36.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,17.57,CA,San Francisco,Office
2020-10-31,0.94775568,39.95689516,10.44892243,1620416722.0,5.38928595,-0.05215114,4.0,36.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,18.02,CA,San Francisco,Office
2020-11-30,0.94775568,39.95689516,10.44892243,1620416722.0,5.38928595,-0.05215114,4.0,36.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,18.63,CA,San Francisco,Office
2020-12-31,0.94775568,39.95689516,10.44892243,1620416722.0,5.38928595,-0.05215114,4.0,36.0,131.92,1.72,2.73,119901.53,11.21,88.65,0.13,62.81,104341.56,266778.86,41.15,4.0,-0.57,-0.64,74.2,-0.46,-1.93,207.4,18.98,CA,San Francisco,Office
2021-01-31,0.948,39.95689516,10.44892243,1620416722.0,5.38928595,-0.08733016,4.0,36.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,20.59,CA,San Francisco,Office
2021-02-28,0.89072371,39.95689516,10.44892243,1620416722.0,5.38928595,-0.12952219,22.0,38.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,21.7,CA,San Francisco,Office
2021-03-31,0.89072371,39.95689516,10.44892243,1620416722.0,5.38928595,-0.12952219,22.0,38.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,21.75,CA,San Francisco,Office
2021-04-30,0.883,39.95689516,10.44892243,1620416722.0,5.38928595,-0.12467436,22.0,38.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,20.29,CA,San Francisco,Office
2021-05-31,0.883,39.95689516,10.44892243,1620416722.0,5.38928595,-0.12467436,22.0,38.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,20.45,CA,San Francisco,Office
2021-06-30,0.883,39.95689516,10.44892243,1620416722.0,5.38928595,-0.12467436,22.0,38.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,18.74,CA,San Francisco,Office
2021-07-31,0.883,39.95689516,10.44892243,1620416722.0,5.38928595,-0.05194568,22.0,38.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,20.2,CA,San Francisco,Office
2021-08-31,0.883,39.95689516,10.44892243,1620416722.0,5.38928595,-0.06530978,22.0,38.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,21.57,CA,San Francisco,Office
2021-09-30,0.883,39.95689516,10.44892243,1620416722.0,5.38928595,-0.06530978,22.0,38.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,22.78,CA,San Francisco,Office
2021-10-31,0.882,39.95689516,10.44892243,1620416722.0,5.38928595,-0.04878559,22.0,38.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,23.3,CA,San Francisco,Office
2021-11-30,0.882,39.95689516,10.44892243,1620416722.0,5.38928595,-0.04878559,22.0,38.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,24.74,CA,San Francisco,Office
2021-12-31,0.882,39.95689516,10.44892243,1620416722.0,5.38928595,-0.04878559,22.0,38.0,139.22,5.53,2.66,116005.0,11.17,88.69,0.13,63.32,115131.16,284046.76,41.08,4.01,-2.55,-2.61,74.49,-2.45,7.63,-32.53,23.74,CA,San Francisco,Office
2022-01-31,0.882,40.1239797,10.44892243,1620416722.0,5.38928595,-0.01054334,23.0,38.0,151.42,8.76,2.65,119736.24,11.13,88.73,0.12,63.49,119085.37,284809.06,41.03,4.03,0.14,0.09,74.74,0.24,3.68,-50.44,25.52,CA,San Francisco,Office
2022-02-28,0.85446992,40.21772837,10.82220146,1673314030.0,5.64619471,-0.01052975,10.0,34.0,151.42,8.76,2.65,119736.24,11.13,88.73,0.12,63.49,119085.37,284809.06,41.03,4.03,0.14,0.09,74.74,0.24,3.68,-50.44,26.65,CA,San Francisco,Office
2022-03-31,0.85446992,40.21772837,10.82220146,1673314030.0,5.64619471,-0.01052975,10.0,34.0,151.42,8.76,2.65,119736.24,11.13,88.73,0.12,63.49,119085.37,284809.06,41.03,4.03,0.14,0.09,74.74,0.24,3.68,-50.44,26.54,CA,San Francisco,Office
