period_begin,asset_value_momentum,occupancy,rank_desirability,remote_work_share
2019-01-31,0.0327786,0.84059592,28.0,3.45
2019-02-28,0.0327786,0.84852244,28.0,3.59
2019-03-31,0.0327786,0.84852244,28.0,3.58
2019-04-30,0.03089222,0.84852244,28.0,3.91
2019-05-31,0.03089222,0.84852244,28.0,3.77
2019-06-30,0.02917836,0.84852244,28.0,3.9
2019-07-31,0.02917836,0.84852244,28.0,3.33
2019-08-31,0.01974997,0.82507333,27.0,3.95
2019-09-30,0.01974997,0.82507333,27.0,3.85
2019-10-31,0.01878833,0.82484476,27.0,4.41
2019-11-30,0.01878833,0.82484476,27.0,4.35
2019-12-31,0.01878833,0.82484476,27.0,3.98
2020-01-31,0.01638484,0.82484476,27.0,3.97
2020-02-29,0.01356348,0.81928915,27.0,4.21
2020-03-31,0.01356348,0.81928915,27.0,4.95
2020-04-30,0.01103888,0.8158249,27.0,8.67
2020-05-31,-0.07236562,0.8158249,27.0,8.11
2020-06-30,-0.07236562,0.8158249,27.0,9.01
2020-07-31,-0.06518178,0.81577625,27.0,9.62
2020-08-31,-0.06337511,0.81577802,40.0,11.04
2020-09-30,-0.05448361,0.81577802,40.0,11.04
2020-10-31,-0.05448361,0.81577802,40.0,12.08
2020-11-30,-0.05448361,0.81577802,40.0,12.23
2020-12-31,-0.05448361,0.81577802,40.0,12.65
2021-01-31,-0.05718257,0.816,40.0,12.8
2021-02-28,-0.01309156,0.81654625,45.0,13.33
2021-03-31,-0.01309156,0.81654625,45.0,12.92
2021-04-30,-0.01068656,0.81396707,45.0,12.57
2021-05-31,-0.01068656,0.81396707,45.0,12.09
2021-06-30,-0.01068656,0.81396707,45.0,11.99
2021-07-31,0.0676025,0.811,45.0,13.35
2021-08-31,0.02594863,0.811,45.0,14.35
2021-09-30,0.02594863,0.811,45.0,14.51
2021-10-31,0.0535615,0.811,44.0,15.92
2021-11-30,0.0535615,0.811,44.0,15.47
2021-12-31,0.0535615,0.811,44.0,14.98
2022-01-31,0.04146321,0.811,42.0,14.65
2022-02-28,0.04126407,0.79363149,45.0,18.29
2022-03-31,0.04126407,0.79363149,45.0,15.99
2022-04-30,0.06206721,0.789,45.0,17.0
2022-05-31,0.06206721,0.789,45.0,17.38
2022-06-30,0.06206721,0.789,45.0,16.82
2022-07-31,0.07074556,0.789,45.0,16.35
2022-08-31,0.02413686,0.789,47.0,14.53
2022-09-30,0.00230478,0.789,47.0,17.13
2022-10-31,0.00230478,0.789,47.0,18.76
2022-11-30,-0.12343554,0.789,47.0,17.87
2022-12-31,-0.12343554,0.789,47.0,17.46
2023-01-31,-0.13095411,0.789,47.0,16.9
2023-02-28,-0.19206563,0.7883731,47.0,17.18
2023-03-31,-0.19206563,0.7883731,47.0,16.48
2023-04-30,-0.32394724,0.784,47.0,17.82
2023-05-31,-0.32394724,0.784,47.0,16.94
2023-06-30,-0.3383691,0.784,47.0,15.93
2023-07-31,-0.3383691,0.784,47.0,15.42
2023-08-31,-0.38653112,0.784,45.0,16.15
2023-09-30,,,,
2023-10-31,,,,
2023-11-30,,,,
2023-12-31,,,,
2024-01-31,,,,
2024-02-29,,,,
2024-03-31,,,,
2024-04-30,,,,
2024-05-31,,,,
2024-06-30,,,,
2024-07-31,,,,
2024-08-31,,,,
2024-09-30,,,,
2024-10-31,,,,
2024-11-30,,,,
2024-12-31,,,,
2025-01-31,,,,
2025-02-28,,,,
2025-03-31,,,,
2025-04-30,,,,
2025-05-31,,,,
2025-06-30,,,,
2025-07-31,,,,
2025-08-31,,,,
2025-09-30,,,,
2025-10-31,,,,
2025-11-30,,,,
2025-12-31,,,,
