period_begin,asset_value_momentum,occupancy,rank_desirability,remote_work_share
2019-01-31,0.09352187,0.93396096,13.0,2.24
2019-02-28,0.09352187,0.93798244,13.0,1.66
2019-03-31,0.09352187,0.93798244,13.0,2.85
2019-04-30,0.08858297,0.92978978,13.0,1.9
2019-05-31,0.08858297,0.92978978,13.0,2.28
2019-06-30,0.05880547,0.93017197,13.0,1.65
2019-07-31,0.05880547,0.93017197,13.0,2.05
2019-08-31,0.05911469,0.93101041,9.0,2.11
2019-09-30,0.05911469,0.93101041,9.0,2.02
2019-10-31,0.05372196,0.93101048,9.0,2.32
2019-11-30,0.05372196,0.93101048,9.0,1.65
2019-12-31,0.05372196,0.93101048,9.0,2.05
2020-01-31,0.06017725,0.93101048,9.0,1.8
2020-02-29,0.06874007,0.94133035,9.0,1.67
2020-03-31,0.06874007,0.94133035,9.0,2.83
2020-04-30,0.04358744,0.93403657,9.0,7.35
2020-05-31,-0.04864559,0.93403657,9.0,6.69
2020-06-30,-0.04864559,0.93403657,9.0,5.73
2020-07-31,-0.04864559,0.93400964,9.0,5.33
2020-08-31,-0.0115731,0.93400259,6.0,5.69
2020-09-30,0.03332942,0.93400259,6.0,5.32
2020-10-31,0.03332942,0.93400259,6.0,4.98
2020-11-30,0.03332942,0.93400259,6.0,5.05
2020-12-31,0.03332942,0.93400259,6.0,5.31
2021-01-31,0.12867084,0.934,6.0,5.17
2021-02-28,0.11237615,0.92925019,5.0,6.53
2021-03-31,0.11237615,0.92925019,5.0,5.84
2021-04-30,0.10472043,0.93400323,5.0,5.15
2021-05-31,0.10472043,0.93400323,5.0,5.34
2021-06-30,0.10472043,0.93400323,5.0,4.42
2021-07-31,0.25556348,0.933,5.0,4.33
2021-08-31,0.23245346,0.933,5.0,4.65
2021-09-30,0.23245346,0.933,5.0,4.6
2021-10-31,0.34929408,0.934,5.0,5.94
2021-11-30,0.34929408,0.934,5.0,5.0
2021-12-31,0.34929408,0.934,5.0,4.81
2022-01-31,0.36984827,0.934,5.0,4.79
2022-02-28,0.38038214,0.96111484,5.0,5.6
2022-03-31,0.38038214,0.96111484,5.0,4.8
2022-04-30,0.31335202,0.962,5.0,4.77
2022-05-31,0.31335202,0.962,5.0,5.45
2022-06-30,0.31335202,0.962,5.0,6.85
2022-07-31,0.21443002,0.963,5.0,6.33
2022-08-31,0.14547706,0.963,3.0,5.0
2022-09-30,-0.02442626,0.963,3.0,6.24
2022-10-31,-0.02442626,0.963,3.0,6.38
2022-11-30,-0.16311982,0.963,3.0,6.02
2022-12-31,-0.16311982,0.963,3.0,5.39
2023-01-31,-0.13154834,0.962,2.0,6.4
2023-02-28,-0.15309801,0.97075059,7.0,6.35
2023-03-31,-0.15309801,0.97075059,7.0,5.75
2023-04-30,-0.1455226,0.9635,7.0,6.44
2023-05-31,-0.1455226,0.9635,7.0,5.61
2023-06-30,-0.07236125,0.9635,7.0,5.86
2023-07-31,-0.04367139,0.9635,7.0,5.97
2023-08-31,0.01900942,0.9635,8.0,5.46
2023-09-30,,,,
2023-10-31,,,,
2023-11-30,,,,
2023-12-31,,,,
2024-01-31,,,,
2024-02-29,,,,
2024-03-31,,,,
2024-04-30,,,,
2024-05-31,,,,
2024-06-30,,,,
2024-07-31,,,,
2024-08-31,,,,
2024-09-30,,,,
2024-10-31,,,,
2024-11-30,,,,
2024-12-31,,,,
2025-01-31,,,,
2025-02-28,,,,
2025-03-31,,,,
2025-04-30,,,,
2025-05-31,,,,
2025-06-30,,,,
2025-07-31,,,,
2025-08-31,,,,
2025-09-30,,,,
2025-10-31,,,,
2025-11-30,,,,
2025-12-31,,,,
